wavelength_Angstroms,flux,uncertainty
12867.13,1.0482,0.03
12867.31,0.9077,0.03
12867.5,0.7511,0.03
12867.68,0.756,0.03
12867.86,0.7739,0.03
12868.05,0.7563,0.03
12868.23,0.9124,0.03
12868.42,0.9169,0.03
12868.6,1.0022,0.03
12868.79,1.0157,0.03
12868.97,1.0979,0.03
12869.16,1.0556,0.03
12869.34,1.0445,0.03
12869.53,1.0145,0.03
12869.71,1.0712,0.03
12869.9,1.1367,0.03
12870.08,1.0974,0.03
12870.26,1.1151,0.03
12870.45,1.0223,0.03
12870.63,0.9979,0.03
12870.82,0.991,0.03
12871.0,1.1218,0.03
12871.19,1.1115,0.03
12871.37,1.1635,0.03
12871.56,1.0689,0.03
12871.74,1.0286,0.03
12871.93,1.107,0.03
12872.11,1.0654,0.03
12872.3,1.1038,0.03
12872.48,1.0395,0.03
12872.66,0.9454,0.03
12872.85,0.9614,0.03
12873.03,0.8817,0.03
12873.22,0.907,0.03
12873.4,0.9933,0.03
12873.59,1.0984,0.03
12873.77,1.0562,0.03
12873.96,1.1194,0.03
12874.14,1.0555,0.03
12874.33,1.1192,0.03
12874.51,1.1318,0.03
12874.7,1.0506,0.03
12874.88,1.1014,0.03
12875.06,0.9411,0.03
12875.25,0.9363,0.03
12875.43,0.886,0.03
12875.62,0.992,0.03
12875.8,1.0771,0.03
12875.99,1.035,0.03
12876.17,1.0931,0.03
12876.36,1.0646,0.03
12876.54,0.9972,0.03
12876.73,0.9994,0.03
12876.91,1.0556,0.03
12877.1,1.0488,0.03
12877.28,1.1248,0.03
12877.46,1.0189,0.03
12877.65,0.9801,0.03
12877.83,0.9796,0.03
12878.02,0.9548,0.03
12878.2,0.9756,0.03
12878.39,1.0373,0.03
12878.57,0.977,0.03
12878.76,0.9438,0.03
12878.94,0.8684,0.03
12879.13,0.8682,0.03
12879.31,0.9026,0.03
12879.5,0.9256,0.03
12879.68,0.9098,0.03
12879.86,0.9091,0.03
12880.05,0.9003,0.03
12880.23,0.9748,0.03
12880.42,1.0774,0.03
12880.6,0.9753,0.03
12880.79,0.9639,0.03
12880.97,0.8104,0.03
12881.16,0.7042,0.03
12881.34,0.7536,0.03
12881.52,0.8751,0.03
12881.71,0.9365,0.03
12881.89,0.975,0.03
12882.08,1.0565,0.03
12882.26,1.0114,0.03
12882.45,1.0942,0.03
12882.63,1.0137,0.03
12882.82,0.8863,0.03
12883.0,0.8922,0.03
12883.19,0.8445,0.03
12883.37,0.9631,0.03
12883.56,0.8395,0.03
12883.74,0.7532,0.03
12883.93,0.7209,0.03
12884.11,0.7607,0.03
12884.3,0.8188,0.03
12884.48,0.8033,0.03
12884.66,0.725,0.03
12884.85,0.5972,0.03
12885.03,0.5953,0.03
12885.22,0.5868,0.03
12885.4,0.6544,0.03
12885.59,0.6754,0.03
12885.77,0.7028,0.03
12885.96,0.7159,0.03
12886.14,0.7176,0.03
12886.33,0.7193,0.03
12886.51,0.6707,0.03
12886.69,0.7944,0.03
12886.88,0.8003,0.03
12887.06,0.8568,0.03
12887.25,0.9279,0.03
12887.43,0.9145,0.03
12887.62,0.8231,0.03
12887.8,0.9722,0.03
12887.99,0.9227,0.03
12888.17,0.9153,0.03
12888.36,0.9259,0.03
12888.54,0.924,0.03
12888.73,0.9313,0.03
12888.91,0.9008,0.03
12889.09,0.8353,0.03
12889.28,0.795,0.03
12889.46,0.8206,0.03
12889.65,0.8627,0.03
12889.83,0.8138,0.03
12890.02,0.8427,0.03
12890.2,0.8835,0.03
12890.39,0.8769,0.03
12890.57,0.9411,0.03
12890.76,0.9601,0.03
12890.94,0.9968,0.03
12891.13,0.7957,0.03
12891.31,0.7408,0.03
12891.5,0.6258,0.03
12891.68,0.6233,0.03
12891.86,0.7089,0.03
12892.05,0.7731,0.03
12892.23,0.8514,0.03
12892.42,0.922,0.03
12892.6,1.0519,0.03
12892.79,1.0917,0.03
12892.97,1.0972,0.03
12893.16,1.1149,0.03
12893.34,1.1495,0.03
12893.53,1.1283,0.03
12893.71,1.0894,0.03
12893.9,1.0019,0.03
12894.08,1.0027,0.03
12894.26,0.9466,0.03
12894.45,0.9082,0.03
12894.63,0.9148,0.03
12894.82,0.9354,0.03
12895.0,0.8004,0.03
12895.19,0.8304,0.03
12895.37,0.777,0.03
12895.56,0.779,0.03
12895.74,0.8895,0.03
12895.93,0.8262,0.03
12896.11,0.7808,0.03
12896.3,0.687,0.03
12896.48,0.6639,0.03
12896.66,0.5267,0.03
12896.85,0.5824,0.03
12897.03,0.7186,0.03
12897.22,0.8314,0.03
12897.4,0.9996,0.03
12897.59,1.0671,0.03
12897.77,1.1123,0.03
12897.96,1.1507,0.03
12898.14,1.1602,0.03
12898.33,1.1695,0.03
12898.51,1.1557,0.03
12898.7,1.1209,0.03
12898.88,1.0853,0.03
12899.06,1.0741,0.03
12899.25,0.9735,0.03
12899.43,0.9265,0.03
12899.62,0.8677,0.03
12899.8,0.8971,0.03
12899.99,0.8703,0.03
12900.17,0.966,0.03
12900.36,1.0263,0.03
12900.54,0.9972,0.03
12900.73,0.9725,0.03
12900.91,1.0071,0.03
12901.1,1.0046,0.03
12901.28,1.1569,0.03
12901.46,1.1596,0.03
12901.65,1.2236,0.03
12901.83,1.1745,0.03
12902.02,1.188,0.03
12902.2,1.1662,0.03
12902.39,1.1408,0.03
12902.57,1.1276,0.03
12902.76,1.055,0.03
12902.94,0.9297,0.03
12903.13,0.894,0.03
12903.31,0.8981,0.03
12903.49,0.9222,0.03
12903.68,1.059,0.03
12903.86,1.0767,0.03
12904.05,1.1139,0.03
12904.23,1.0398,0.03
12904.42,1.0695,0.03
12904.6,1.0398,0.03
12904.79,1.0681,0.03
12904.97,1.0708,0.03
12905.16,1.0978,0.03
12905.34,1.1034,0.03
12905.52,1.0832,0.03
12905.71,1.0185,0.03
12905.89,0.9298,0.03
12906.08,0.7806,0.03
12906.26,0.6992,0.03
12906.45,0.6754,0.03
12906.63,0.8915,0.03
12906.82,1.0518,0.03
12907.0,1.0074,0.03
12907.19,0.9358,0.03
12907.37,0.8952,0.03
12907.56,0.8149,0.03
12907.74,0.8708,0.03
12907.93,0.8993,0.03
12908.11,0.974,0.03
12908.29,1.0177,0.03
12908.48,0.9946,0.03
12908.66,0.9979,0.03
12908.85,0.9384,0.03
12909.03,1.0171,0.03
12909.22,1.001,0.03
12909.4,1.0398,0.03
12909.59,0.9446,0.03
12909.77,0.9404,0.03
12909.96,0.9348,0.03
12910.14,0.9414,0.03
12910.33,0.9168,0.03
12910.51,0.7754,0.03
12910.69,0.7672,0.03
12910.88,0.8654,0.03
12911.06,0.8706,0.03
12911.25,0.9426,0.03
12911.43,0.9221,0.03
12911.62,0.8868,0.03
12911.8,0.8521,0.03
12911.99,0.8762,0.03
12912.17,0.8423,0.03
12912.36,0.828,0.03
12912.54,0.8751,0.03
12912.73,0.9245,0.03
12912.91,0.9645,0.03
12913.1,0.9966,0.03
12913.28,1.0165,0.03
12913.46,1.0429,0.03
12913.65,1.0406,0.03
12913.83,1.0113,0.03
12914.02,0.868,0.03
12914.2,0.7933,0.03
12914.39,0.7025,0.03
12914.57,0.6796,0.03
12914.76,0.6765,0.03
12914.94,0.7418,0.03
12915.13,0.8076,0.03
12915.31,0.8045,0.03
12915.5,0.8705,0.03
12915.68,0.8432,0.03
12915.86,0.845,0.03
12916.05,0.8728,0.03
12916.23,0.8947,0.03
12916.42,0.8837,0.03
12916.6,0.8871,0.03
12916.79,0.808,0.03
12916.97,0.7475,0.03
12917.16,0.6765,0.03
12917.34,0.6343,0.03
12917.53,0.5524,0.03
12917.71,0.616,0.03
12917.9,0.6881,0.03
12918.08,0.7627,0.03
12918.26,0.8314,0.03
12918.45,0.9113,0.03
12918.63,0.9145,0.03
12918.82,0.8972,0.03
12919.0,0.9382,0.03
12919.19,0.844,0.03
12919.37,0.8191,0.03
12919.56,0.8661,0.03
12919.74,0.93,0.03
12919.93,0.9681,0.03
12920.11,0.9712,0.03
12920.29,0.9649,0.03
12920.48,0.9,0.03
12920.66,0.898,0.03
12920.85,0.8894,0.03
12921.03,0.7355,0.03
12921.22,0.734,0.03
12921.4,0.7529,0.03
12921.59,0.8055,0.03
12921.77,0.869,0.03
12921.96,0.7968,0.03
12922.14,0.7483,0.03
12922.32,0.7563,0.03
12922.51,0.871,0.03
12922.7,0.9975,0.03
12922.88,1.0698,0.03
12923.06,1.0928,0.03
12923.25,1.2085,0.03
12923.43,1.2013,0.03
12923.62,0.9998,0.03
12923.8,0.9275,0.03
12923.99,0.8,0.03
12924.17,0.8214,0.03
12924.36,0.8459,0.03
12924.54,0.8565,0.03
12924.73,0.8966,0.03
12924.91,0.8464,0.03
12925.1,0.8061,0.03
12925.28,0.77,0.03
12925.46,0.8182,0.03
12925.65,0.8977,0.03
12925.83,1.0039,0.03
12926.02,1.06,0.03
12926.2,1.0862,0.03
12926.39,1.0504,0.03
12926.57,0.9635,0.03
12926.76,0.9844,0.03
12926.94,0.8276,0.03
12927.13,0.7252,0.03
12927.31,0.6653,0.03
12927.49,0.6201,0.03
12927.68,0.6704,0.03
12927.86,0.6997,0.03
12928.05,0.7152,0.03
12928.23,0.7211,0.03
12928.42,0.891,0.03
12928.6,0.9773,0.03
12928.79,0.9485,0.03
12928.97,0.9818,0.03
12929.16,0.9626,0.03
12929.34,0.9567,0.03
12929.52,0.8997,0.03
12929.71,0.9653,0.03
12929.89,0.9674,0.03
12930.08,0.9265,0.03
12930.26,0.8753,0.03
12930.45,0.8661,0.03
12930.63,0.9649,0.03
12930.82,1.0574,0.03
12931.0,1.198,0.03
12931.19,1.0818,0.03
12931.37,1.0813,0.03
12931.56,0.9381,0.03
12931.74,0.8268,0.03
12931.92,0.7176,0.03
12932.11,0.6635,0.03
12932.29,0.688,0.03
12932.48,0.7975,0.03
12932.66,0.8807,0.03
12932.85,1.0197,0.03
12933.03,0.9882,0.03
12933.22,1.0215,0.03
12933.4,0.9884,0.03
12933.59,1.0503,0.03
12933.77,1.1035,0.03
12933.96,1.1047,0.03
12934.14,1.1158,0.03
12934.33,1.1434,0.03
12934.51,1.0882,0.03
12934.69,1.1535,0.03
12934.88,1.1668,0.03
12935.06,1.1773,0.03
12935.25,1.1407,0.03
12935.43,1.0916,0.03
12935.62,1.1252,0.03
12935.8,1.1364,0.03
12935.99,1.1777,0.03
12936.17,1.1195,0.03
12936.36,1.1527,0.03
12936.54,1.1212,0.03
12936.73,1.0672,0.03
12936.91,1.0494,0.03
12937.09,1.0881,0.03
12937.28,1.1842,0.03
12937.46,1.1823,0.03
12937.65,1.0603,0.03
12937.83,1.056,0.03
12938.02,1.0219,0.03
12938.2,0.9878,0.03
12938.39,1.0041,0.03
12938.57,0.9168,0.03
12938.76,0.7974,0.03
12938.94,0.7944,0.03
12939.13,0.8064,0.03
12939.31,0.9755,0.03
12939.5,0.9585,0.03
12939.68,1.0302,0.03
12939.86,0.9226,0.03
12940.05,0.8638,0.03
12940.23,0.8283,0.03
12940.42,0.9034,0.03
12940.6,1.0461,0.03
12940.79,1.1181,0.03
12940.97,1.2061,0.03
12941.16,1.1441,0.03
12941.34,1.0976,0.03
12941.53,0.9671,0.03
12941.71,0.9545,0.03
12941.9,1.0226,0.03
12942.08,1.0511,0.03
12942.26,1.2375,0.03
12942.45,1.2998,0.03
12942.63,1.2163,0.03
12942.82,1.231,0.03
12943.0,1.1271,0.03
12943.19,1.0357,0.03
12943.37,0.9625,0.03
12943.56,0.9584,0.03
12943.74,1.0397,0.03
12943.93,1.0038,0.03
12944.11,1.0828,0.03
12944.29,1.0403,0.03
12944.48,1.1868,0.03
12944.66,1.2372,0.03
12944.85,1.299,0.03
12945.03,1.2357,0.03
12945.22,1.1907,0.03
12945.4,1.1306,0.03
12945.59,1.1139,0.03
12945.77,1.1491,0.03
12945.96,0.9894,0.03
12946.14,0.8674,0.03
12946.32,0.6772,0.03
12946.51,0.5706,0.03
12946.69,0.5808,0.03
12946.88,0.6575,0.03
12947.06,0.7351,0.03
12947.25,0.7974,0.03
12947.43,0.8222,0.03
12947.62,0.8205,0.03
12947.8,0.7819,0.03
12947.99,0.7338,0.03
12948.17,0.787,0.03
12948.36,0.7159,0.03
12948.54,0.6889,0.03
12948.72,0.8,0.03
12948.91,0.7239,0.03
12949.1,0.735,0.03
12949.28,0.8287,0.03
12949.46,0.7986,0.03
12949.65,0.8344,0.03
12949.83,0.824,0.03
12950.02,0.8332,0.03
12950.2,0.8398,0.03
12950.39,0.8696,0.03
12950.57,0.8333,0.03
12950.76,0.8776,0.03
12950.94,0.8507,0.03
12951.13,0.8536,0.03
12951.31,0.8696,0.03
12951.49,0.8956,0.03
12951.68,0.9228,0.03
12951.86,0.9174,0.03
12952.05,0.9568,0.03
12952.23,0.917,0.03
12952.42,0.9661,0.03
12952.6,1.029,0.03
12952.79,0.9727,0.03
12952.97,0.951,0.03
12953.16,1.0242,0.03
12953.34,1.0514,0.03
12953.52,1.0508,0.03
12953.71,1.0349,0.03
12953.89,1.0074,0.03
12954.08,1.0899,0.03
12954.26,1.1377,0.03
12954.45,1.1208,0.03
12954.63,1.1343,0.03
12954.82,1.0562,0.03
12955.0,1.0708,0.03
12955.19,0.8934,0.03
12955.37,0.8189,0.03
12955.56,0.8462,0.03
12955.74,0.766,0.03
12955.92,0.8112,0.03
12956.11,0.8203,0.03
12956.29,0.6684,0.03
12956.48,0.5365,0.03
12956.66,0.628,0.03
12956.85,0.6232,0.03
12957.03,0.6963,0.03
12957.22,0.7338,0.03
12957.4,0.5235,0.03
12957.59,0.4777,0.03
12957.77,0.5578,0.03
12957.96,0.6408,0.03
12958.14,0.8349,0.03
12958.33,0.9514,0.03
12958.51,1.0498,0.03
12958.69,1.054,0.03
12958.88,1.0152,0.03
12959.06,0.949,0.03
12959.25,0.916,0.03
12959.43,0.899,0.03
12959.62,0.8387,0.03
12959.8,0.8046,0.03
12959.99,0.8801,0.03
12960.17,0.9491,0.03
12960.36,0.9307,0.03
12960.54,1.0671,0.03
12960.73,1.0833,0.03
12960.91,1.1579,0.03
12961.09,1.1494,0.03
12961.28,1.149,0.03
12961.46,1.1489,0.03
12961.65,1.1492,0.03
12961.83,1.0762,0.03
12962.02,0.8711,0.03
12962.2,0.8933,0.03
12962.39,0.7678,0.03
12962.57,0.8618,0.03
12962.76,0.9407,0.03
12962.94,1.0089,0.03
12963.13,1.0772,0.03
12963.31,1.0906,0.03
12963.5,1.1232,0.03
12963.68,1.1254,0.03
12963.86,1.1422,0.03
12964.05,1.0923,0.03
12964.23,1.1621,0.03
12964.42,1.0954,0.03
12964.6,1.0051,0.03
12964.79,0.9295,0.03
12964.97,0.9486,0.03
12965.16,0.9177,0.03
12965.34,0.9507,0.03
12965.53,0.9725,0.03
12965.71,1.0214,0.03
12965.9,0.9606,0.03
12966.08,1.0336,0.03
12966.26,1.0465,0.03
12966.45,1.086,0.03
12966.63,1.0659,0.03
12966.82,1.0268,0.03
12967.0,1.0199,0.03
12967.19,1.0572,0.03
12967.37,1.0623,0.03
12967.56,1.078,0.03
12967.74,1.0791,0.03
12967.93,1.0022,0.03
12968.11,0.9169,0.03
12968.29,0.8411,0.03
12968.48,0.682,0.03
12968.66,0.554,0.03
12968.85,0.4396,0.03
12969.03,0.561,0.03
12969.22,0.6773,0.03
12969.4,0.7338,0.03
12969.59,0.7731,0.03
12969.77,0.7465,0.03
12969.96,0.7195,0.03
12970.14,0.7241,0.03
12970.32,0.7658,0.03
12970.51,0.7968,0.03
12970.69,0.8132,0.03
12970.88,0.8709,0.03
12971.06,0.9054,0.03
12971.25,0.9312,0.03
12971.43,1.0093,0.03
12971.62,1.0161,0.03
12971.8,1.0098,0.03
12971.99,1.0403,0.03
12972.17,1.0009,0.03
12972.36,1.0681,0.03
12972.54,1.0791,0.03
12972.72,1.1112,0.03
12972.91,1.0805,0.03
12973.09,0.8134,0.03
12973.28,0.6194,0.03
12973.46,0.581,0.03
12973.65,0.4918,0.03
12973.83,0.6147,0.03
12974.02,0.8363,0.03
12974.2,0.9149,0.03
12974.39,0.8936,0.03
12974.57,0.8294,0.03
12974.76,0.7828,0.03
12974.94,0.7669,0.03
12975.12,0.7429,0.03
12975.31,0.9031,0.03
12975.49,0.9811,0.03
12975.68,1.0235,0.03
12975.86,0.9982,0.03
12976.05,1.0292,0.03
12976.23,1.1112,0.03
12976.42,1.1367,0.03
12976.6,1.1655,0.03
12976.79,1.1382,0.03
12976.97,1.1455,0.03
12977.16,1.1091,0.03
12977.34,1.1017,0.03
12977.52,1.0892,0.03
12977.71,1.0135,0.03
12977.89,1.071,0.03
12978.08,1.1,0.03
12978.26,1.1071,0.03
12978.45,1.1194,0.03
12978.63,1.1341,0.03
12978.82,1.1368,0.03
12979.0,1.1594,0.03
12979.19,1.1858,0.03
12979.37,1.1553,0.03
12979.56,1.1862,0.03
12979.74,1.1373,0.03
12979.92,1.147,0.03
12980.11,1.1078,0.03
12980.29,1.0765,0.03
12980.48,1.0334,0.03
12980.66,1.0329,0.03
12980.85,1.1048,0.03
12981.03,1.0878,0.03
12981.22,1.0484,0.03
12981.4,1.0813,0.03
12981.59,1.112,0.03
12981.77,1.1623,0.03
12981.96,1.1679,0.03
12982.14,1.124,0.03
12982.33,1.0905,0.03
12982.51,1.1122,0.03
12982.69,1.0798,0.03
12982.88,1.108,0.03
12983.06,1.1636,0.03
12983.25,1.0707,0.03
12983.43,1.1113,0.03
12983.62,1.0358,0.03
12983.8,1.0427,0.03
12983.99,1.0294,0.03
12984.17,1.0095,0.03
12984.36,1.0301,0.03
12984.54,1.0285,0.03
12984.73,1.0051,0.03
12984.91,1.0843,0.03
12985.09,1.019,0.03
12985.28,0.9815,0.03
12985.46,1.0515,0.03
12985.65,1.0706,0.03
12985.83,1.0901,0.03
12986.02,1.039,0.03
12986.2,1.143,0.03
12986.39,1.1888,0.03
12986.57,1.2215,0.03
12986.76,1.2142,0.03
12986.94,1.2298,0.03
12987.12,1.1774,0.03
12987.31,1.2144,0.03
12987.49,1.2127,0.03
12987.68,1.1797,0.03
12987.86,1.131,0.03
12988.05,1.1472,0.03
12988.23,1.106,0.03
12988.42,1.0523,0.03
12988.6,1.1511,0.03
12988.79,1.1471,0.03
12988.97,1.2026,0.03
12989.16,1.1131,0.03
12989.34,1.0402,0.03
12989.53,1.0178,0.03
12989.71,0.9847,0.03
12989.9,1.0312,0.03
12990.08,1.0934,0.03
12990.26,1.0338,0.03
12990.45,1.0249,0.03
12990.63,0.9868,0.03
12990.82,1.0355,0.03
12991.0,0.9696,0.03
12991.19,0.9764,0.03
12991.37,0.9003,0.03
12991.56,0.8449,0.03
12991.74,0.8368,0.03
12991.93,0.869,0.03
12992.11,0.8028,0.03
12992.29,0.6927,0.03
12992.48,0.5846,0.03
12992.66,0.5522,0.03
12992.85,0.6154,0.03
12993.03,0.7709,0.03
12993.22,0.9728,0.03
12993.4,1.0665,0.03
12993.59,1.1785,0.03
12993.77,1.2383,0.03
12993.96,1.2404,0.03
12994.14,1.2621,0.03
12994.32,1.2029,0.03
12994.51,1.1063,0.03
12994.69,0.9813,0.03
12994.88,0.8691,0.03
12995.06,0.6435,0.03
12995.25,0.5974,0.03
12995.43,0.6736,0.03
12995.62,0.7099,0.03
12995.8,0.831,0.03
12995.99,0.7973,0.03
12996.17,0.8186,0.03
12996.36,0.8817,0.03
12996.54,1.0283,0.03
12996.72,1.0372,0.03
12996.91,1.1057,0.03
12997.09,1.0553,0.03
12997.28,0.9979,0.03
12997.46,0.817,0.03
12997.65,0.6915,0.03
12997.83,0.5676,0.03
12998.02,0.5301,0.03
12998.2,0.5885,0.03
12998.39,0.7659,0.03
12998.57,1.0143,0.03
12998.76,1.0906,0.03
12998.94,1.2036,0.03
12999.12,1.1611,0.03
12999.31,1.1758,0.03
12999.49,1.1989,0.03
12999.68,1.201,0.03
12999.86,1.2032,0.03
13000.05,1.1581,0.03
13000.23,1.2101,0.03
13000.42,1.2281,0.03
13000.6,1.2166,0.03
13000.79,1.1505,0.03
13000.97,1.0384,0.03
13001.16,1.0697,0.03
13001.34,0.9989,0.03
13001.52,0.9768,0.03
13001.71,0.9056,0.03
13001.89,0.8578,0.03
13002.08,0.9434,0.03
13002.26,0.9185,0.03
13002.45,0.9493,0.03
13002.63,0.9005,0.03
13002.82,0.9601,0.03
13003.0,0.906,0.03
13003.19,0.8727,0.03
13003.37,0.8719,0.03
13003.56,0.7666,0.03
13003.74,0.7265,0.03
13003.92,0.6665,0.03
13004.11,0.7004,0.03
13004.29,0.7173,0.03
13004.48,0.7382,0.03
13004.66,0.6155,0.03
13004.85,0.6224,0.03
13005.03,0.6859,0.03
13005.22,0.732,0.03
13005.4,0.9208,0.03
13005.59,1.0196,0.03
13005.77,1.0152,0.03
13005.96,0.9291,0.03
13006.14,0.9155,0.03
13006.33,0.9738,0.03
13006.51,0.9068,0.03
13006.69,0.951,0.03
13006.88,0.9161,0.03
13007.06,0.8439,0.03
13007.25,0.874,0.03
13007.43,0.8842,0.03
13007.62,1.0691,0.03
13007.8,1.1616,0.03
13007.99,1.1785,0.03
13008.17,1.1789,0.03
13008.36,1.1764,0.03
13008.54,1.0477,0.03
13008.73,1.1004,0.03
13008.91,0.9881,0.03
13009.09,1.0905,0.03
13009.28,1.073,0.03
13009.46,1.0255,0.03
13009.65,0.9759,0.03
13009.83,0.9999,0.03
13010.02,0.9931,0.03
13010.2,0.9529,0.03
13010.39,0.9016,0.03
13010.57,0.866,0.03
13010.76,0.8023,0.03
13010.94,0.6456,0.03
13011.12,0.5384,0.03
13011.31,0.5623,0.03
13011.49,0.5766,0.03
13011.68,0.5678,0.03
13011.86,0.5477,0.03
13012.05,0.5079,0.03
13012.23,0.5152,0.03
13012.42,0.5244,0.03
13012.6,0.7363,0.03
13012.79,0.832,0.03
13012.97,0.8613,0.03
13013.16,0.7227,0.03
13013.34,0.7299,0.03
13013.52,0.6643,0.03
13013.71,0.542,0.03
