wavelength_Angstroms,flux,uncertainty
12869.34,0.9944,0.06
12869.53,1.0743,0.06
12869.71,1.0267,0.06
12869.9,1.1118,0.06
12870.08,1.0724,0.06
12870.26,1.253,0.06
12870.45,1.0334,0.06
12870.63,1.0637,0.06
12870.82,1.2571,0.06
12871.0,1.0381,0.06
12871.19,1.1471,0.06
12871.37,1.1276,0.06
12871.56,1.1322,0.06
12871.74,1.0787,0.06
12871.93,1.1673,0.06
12872.11,1.1195,0.06
12872.3,1.1113,0.06
12872.48,1.1207,0.06
12872.66,1.211,0.06
12872.85,1.1704,0.06
12873.03,1.1708,0.06
12873.22,1.1712,0.06
12873.4,1.1178,0.06
12873.59,1.2715,0.06
12873.77,1.1679,0.06
12873.96,1.1559,0.06
12874.14,1.2176,0.06
12874.33,1.1857,0.06
12874.51,1.1637,0.06
12874.7,1.234,0.06
12874.88,1.2268,0.06
12875.06,1.1561,0.06
12875.25,1.2068,0.06
12875.43,1.1657,0.06
12875.62,1.0912,0.06
12875.8,1.3271,0.06
12875.99,1.1169,0.06
12876.17,1.1755,0.06
12876.36,1.2225,0.06
12876.54,1.2629,0.06
12876.73,1.0695,0.06
12876.91,1.0895,0.06
12877.1,1.042,0.06
12877.28,1.184,0.06
12877.46,1.006,0.06
12877.65,1.0919,0.06
12877.83,1.1429,0.06
12878.02,0.9903,0.06
12878.2,1.0341,0.06
12878.39,0.9708,0.06
12878.57,0.8872,0.06
12878.76,0.8806,0.06
12878.94,0.982,0.06
12879.13,0.8456,0.06
12879.31,0.8437,0.06
12879.5,0.7872,0.06
12879.68,0.7248,0.06
12879.86,0.7396,0.06
12880.05,0.7542,0.06
12880.23,0.7892,0.06
12880.42,0.6601,0.06
12880.6,0.6261,0.06
12880.79,0.6268,0.06
12880.97,0.7001,0.06
12881.16,0.6924,0.06
12881.34,0.6559,0.06
12881.52,0.5331,0.06
12881.71,0.5861,0.06
12881.89,0.6273,0.06
12882.08,0.8225,0.06
12882.26,0.6321,0.06
12882.45,0.6252,0.06
12882.63,0.6596,0.06
12882.82,0.5683,0.06
12883.0,0.5818,0.06
12883.19,0.5992,0.06
12883.37,0.5656,0.06
12883.56,0.5544,0.06
12883.74,0.6203,0.06
12883.93,0.7265,0.06
12884.11,0.6731,0.06
12884.3,0.8091,0.06
12884.48,0.7173,0.06
12884.66,0.8088,0.06
12884.85,0.8036,0.06
12885.03,0.8166,0.06
12885.22,0.7899,0.06
12885.4,0.9013,0.06
12885.59,0.8687,0.06
12885.77,0.8682,0.06
12885.96,1.0483,0.06
12886.14,0.9409,0.06
12886.33,1.0066,0.06
12886.51,0.9029,0.06
12886.69,0.9791,0.06
12886.88,1.0324,0.06
12887.06,1.0034,0.06
12887.25,0.9937,0.06
12887.43,0.9118,0.06
12887.62,0.9031,0.06
12887.8,0.9024,0.06
12887.99,0.9474,0.06
12888.17,0.9041,0.06
12888.36,0.8928,0.06
12888.54,0.9682,0.06
12888.73,0.8552,0.06
12888.91,0.961,0.06
12889.09,0.8759,0.06
12889.28,0.8802,0.06
12889.46,0.969,0.06
12889.65,0.8852,0.06
12889.83,0.9849,0.06
12890.02,0.9246,0.06
12890.2,0.9355,0.06
12890.39,0.9692,0.06
12890.57,0.8405,0.06
12890.76,0.8837,0.06
12890.94,0.9734,0.06
12891.13,0.7799,0.06
12891.31,0.9442,0.06
12891.5,0.9607,0.06
12891.68,0.9073,0.06
12891.86,1.0433,0.06
12892.05,0.8958,0.06
12892.23,0.8854,0.06
12892.42,0.9454,0.06
12892.6,0.8821,0.06
12892.79,0.9546,0.06
12892.97,0.9706,0.06
12893.16,0.9478,0.06
12893.34,0.9151,0.06
12893.53,0.9398,0.06
12893.71,0.9449,0.06
12893.9,0.9363,0.06
12894.08,0.9201,0.06
12894.26,1.0044,0.06
12894.45,0.8377,0.06
12894.63,0.9159,0.06
12894.82,0.9454,0.06
12895.0,0.9325,0.06
12895.19,1.1666,0.06
12895.37,0.8946,0.06
12895.56,0.9901,0.06
12895.74,0.9459,0.06
12895.93,1.1014,0.06
12896.11,1.0642,0.06
12896.3,1.0702,0.06
12896.48,1.2219,0.06
12896.66,1.147,0.06
12896.85,0.999,0.06
12897.03,0.9717,0.06
12897.22,1.1882,0.06
12897.4,1.1363,0.06
12897.59,1.1064,0.06
12897.77,1.2144,0.06
12897.96,1.1935,0.06
12898.14,1.257,0.06
12898.33,1.2244,0.06
12898.51,1.1185,0.06
12898.7,1.3324,0.06
12898.88,1.1726,0.06
12899.06,1.2773,0.06
12899.25,1.0672,0.06
12899.43,1.0788,0.06
12899.62,1.1143,0.06
12899.8,1.1373,0.06
12899.99,0.9522,0.06
12900.17,1.0453,0.06
12900.36,1.1663,0.06
12900.54,0.9797,0.06
12900.73,1.1086,0.06
12900.91,1.1631,0.06
12901.1,1.1979,0.06
12901.28,1.258,0.06
12901.46,1.1148,0.06
12901.65,1.2222,0.06
12901.83,1.1471,0.06
12902.02,1.1004,0.06
12902.2,1.1744,0.06
12902.39,1.0237,0.06
12902.57,1.1022,0.06
12902.76,0.8709,0.06
12902.94,1.0164,0.06
12903.13,0.9966,0.06
12903.31,0.9573,0.06
12903.49,0.8966,0.06
12903.68,0.9969,0.06
12903.86,0.8639,0.06
12904.05,0.9893,0.06
12904.23,0.9016,0.06
12904.42,0.9368,0.06
12904.6,0.9541,0.06
12904.79,0.7529,0.06
12904.97,0.8729,0.06
12905.16,0.7512,0.06
12905.34,0.8324,0.06
12905.52,0.8117,0.06
12905.71,0.6975,0.06
12905.89,0.7237,0.06
12906.08,0.6961,0.06
12906.26,0.7298,0.06
12906.45,0.7614,0.06
12906.63,0.6882,0.06
12906.82,0.7522,0.06
12907.0,0.7144,0.06
12907.19,0.7547,0.06
12907.37,0.8154,0.06
12907.56,0.867,0.06
12907.74,0.8943,0.06
12907.93,0.8374,0.06
12908.11,0.8009,0.06
12908.29,0.861,0.06
12908.48,0.8669,0.06
12908.66,0.9322,0.06
12908.85,0.9157,0.06
12909.03,0.9719,0.06
12909.22,0.967,0.06
12909.4,1.1159,0.06
12909.59,1.0318,0.06
12909.77,1.2275,0.06
12909.96,1.1018,0.06
12910.14,1.1017,0.06
12910.33,1.2508,0.06
12910.51,1.2462,0.06
12910.69,1.3349,0.06
12910.88,1.4194,0.06
12911.06,1.3565,0.06
12911.25,1.3294,0.06
12911.43,1.3477,0.06
12911.62,1.5211,0.06
12911.8,1.502,0.06
12911.99,1.5577,0.06
12912.17,1.4109,0.06
12912.36,1.3792,0.06
12912.54,1.3558,0.06
12912.73,1.3487,0.06
12912.91,1.3474,0.06
12913.1,1.3391,0.06
12913.28,1.279,0.06
12913.46,1.1303,0.06
12913.65,1.1959,0.06
12913.83,1.3244,0.06
12914.02,1.1536,0.06
12914.2,1.1677,0.06
12914.39,1.0091,0.06
12914.57,0.9979,0.06
12914.76,1.1025,0.06
12914.94,1.0078,0.06
12915.13,0.9696,0.06
12915.31,0.926,0.06
12915.5,0.8332,0.06
12915.68,0.9329,0.06
12915.86,0.7865,0.06
12916.05,0.8104,0.06
12916.23,0.7328,0.06
12916.42,0.7938,0.06
12916.6,0.7217,0.06
12916.79,0.8164,0.06
12916.97,0.7453,0.06
12917.16,0.6661,0.06
12917.34,0.7118,0.06
12917.53,0.6154,0.06
12917.71,0.742,0.06
12917.9,0.6603,0.06
12918.08,0.6292,0.06
12918.26,0.6755,0.06
12918.45,0.6277,0.06
12918.63,0.6707,0.06
12918.82,0.7758,0.06
12919.0,0.5888,0.06
12919.19,0.5942,0.06
12919.37,0.5996,0.06
12919.56,0.5132,0.06
12919.74,0.5997,0.06
12919.93,0.6004,0.06
12920.11,0.6348,0.06
12920.29,0.6298,0.06
12920.48,0.6265,0.06
12920.66,0.6378,0.06
12920.85,0.6364,0.06
12921.03,0.6998,0.06
12921.22,0.4921,0.06
12921.4,0.6601,0.06
12921.59,0.5958,0.06
12921.77,0.6628,0.06
12921.96,0.7236,0.06
12922.14,0.7466,0.06
12922.32,0.7382,0.06
12922.51,0.8101,0.06
12922.7,0.7266,0.06
12922.88,0.6773,0.06
12923.06,0.707,0.06
12923.25,0.6801,0.06
12923.43,0.7836,0.06
12923.62,0.6781,0.06
12923.8,0.7232,0.06
12923.99,0.6303,0.06
12924.17,0.7661,0.06
12924.36,0.7236,0.06
12924.54,0.722,0.06
12924.73,0.6598,0.06
12924.91,0.7049,0.06
12925.1,0.6468,0.06
12925.28,0.7177,0.06
12925.46,0.6442,0.06
12925.65,0.7013,0.06
12925.83,0.6787,0.06
12926.02,0.7275,0.06
12926.2,0.8121,0.06
12926.39,0.6049,0.06
12926.57,0.6688,0.06
12926.76,0.7015,0.06
12926.94,0.6747,0.06
12927.13,0.6432,0.06
12927.31,0.6517,0.06
12927.49,0.6535,0.06
12927.68,0.7702,0.06
12927.86,0.7811,0.06
12928.05,0.6924,0.06
12928.23,0.6764,0.06
12928.42,0.8255,0.06
12928.6,0.7913,0.06
12928.79,0.787,0.06
12928.97,0.8015,0.06
12929.16,0.7566,0.06
12929.34,0.8813,0.06
12929.52,0.9256,0.06
12929.71,1.0347,0.06
12929.89,1.0969,0.06
12930.08,1.0959,0.06
12930.26,1.091,0.06
12930.45,1.1115,0.06
12930.63,1.281,0.06
12930.82,1.2525,0.06
12931.0,1.2938,0.06
12931.19,1.3317,0.06
12931.37,1.4571,0.06
12931.56,1.286,0.06
12931.74,1.3843,0.06
12931.92,1.4168,0.06
12932.11,1.4461,0.06
12932.29,1.5536,0.06
12932.48,1.5421,0.06
12932.66,1.6796,0.06
12932.85,1.7095,0.06
12933.03,1.6002,0.06
12933.22,1.663,0.06
12933.4,1.7636,0.06
12933.59,1.7424,0.06
12933.77,1.6907,0.06
12933.96,1.8321,0.06
12934.14,1.8403,0.06
12934.33,1.5456,0.06
12934.51,1.7071,0.06
12934.69,1.4995,0.06
12934.88,1.4338,0.06
12935.06,1.4949,0.06
12935.25,1.3161,0.06
12935.43,1.4081,0.06
12935.62,1.3931,0.06
12935.8,1.2921,0.06
12935.99,1.1789,0.06
12936.17,1.2187,0.06
12936.36,1.1845,0.06
12936.54,1.1099,0.06
12936.73,1.1427,0.06
12936.91,1.1073,0.06
12937.09,0.8972,0.06
12937.28,1.0106,0.06
12937.46,1.0069,0.06
12937.65,0.8902,0.06
12937.83,0.8146,0.06
12938.02,0.8525,0.06
12938.2,0.799,0.06
12938.39,0.8777,0.06
12938.57,0.9228,0.06
12938.76,0.9217,0.06
12938.94,0.8926,0.06
12939.13,0.9754,0.06
12939.31,0.8903,0.06
12939.5,0.9967,0.06
12939.68,0.9985,0.06
12939.86,1.1466,0.06
12940.05,1.0719,0.06
12940.23,1.054,0.06
12940.42,1.1428,0.06
12940.6,1.134,0.06
12940.79,1.012,0.06
12940.97,1.1288,0.06
12941.16,1.1035,0.06
12941.34,1.1939,0.06
12941.53,1.1317,0.06
12941.71,1.1407,0.06
12941.9,1.1938,0.06
12942.08,1.2034,0.06
12942.26,1.1967,0.06
12942.45,1.168,0.06
12942.63,1.1635,0.06
12942.82,1.1131,0.06
12943.0,0.9811,0.06
12943.19,0.9817,0.06
12943.37,1.1265,0.06
12943.56,1.0179,0.06
12943.74,0.8991,0.06
12943.93,0.8789,0.06
12944.11,0.9014,0.06
12944.29,0.8695,0.06
12944.48,0.846,0.06
12944.66,0.806,0.06
12944.85,0.7968,0.06
12945.03,0.7234,0.06
12945.22,0.7062,0.06
12945.4,0.7744,0.06
12945.59,0.6179,0.06
12945.77,0.6997,0.06
12945.96,0.7427,0.06
12946.14,0.6131,0.06
12946.32,0.6646,0.06
12946.51,0.6316,0.06
12946.69,0.6655,0.06
12946.88,0.7858,0.06
12947.06,0.718,0.06
12947.25,0.741,0.06
12947.43,0.6935,0.06
12947.62,0.8179,0.06
12947.8,0.8006,0.06
12947.99,0.8278,0.06
12948.17,0.825,0.06
12948.36,0.857,0.06
12948.54,0.9214,0.06
12948.72,0.8357,0.06
12948.91,0.859,0.06
12949.1,0.9054,0.06
12949.28,0.9069,0.06
12949.46,0.8741,0.06
12949.65,0.9098,0.06
12949.83,0.9975,0.06
12950.02,0.9099,0.06
12950.2,1.0139,0.06
12950.39,0.9811,0.06
12950.57,1.0047,0.06
12950.76,1.0435,0.06
12950.94,1.0468,0.06
12951.13,0.9895,0.06
12951.31,0.9157,0.06
12951.49,1.0502,0.06
12951.68,0.9807,0.06
12951.86,0.9212,0.06
12952.05,0.9614,0.06
12952.23,0.9206,0.06
12952.42,0.8246,0.06
12952.6,0.8143,0.06
12952.79,0.827,0.06
12952.97,0.7219,0.06
12953.16,0.801,0.06
12953.34,0.8488,0.06
12953.52,0.63,0.06
12953.71,0.6292,0.06
12953.89,0.5562,0.06
12954.08,0.5655,0.06
12954.26,0.6764,0.06
12954.45,0.7064,0.06
12954.63,0.721,0.06
12954.82,0.5754,0.06
12955.0,0.6679,0.06
12955.19,0.5486,0.06
12955.37,0.5181,0.06
12955.56,0.5897,0.06
12955.74,0.6266,0.06
12955.92,0.5844,0.06
12956.11,0.7867,0.06
12956.29,0.6868,0.06
12956.48,0.7315,0.06
12956.66,0.7516,0.06
12956.85,0.7876,0.06
12957.03,0.8477,0.06
12957.22,0.7864,0.06
12957.4,0.9129,0.06
12957.59,0.8653,0.06
12957.77,0.9951,0.06
12957.96,1.0075,0.06
12958.14,0.922,0.06
12958.33,0.983,0.06
12958.51,0.9728,0.06
12958.69,1.0423,0.06
12958.88,0.8958,0.06
12959.06,0.941,0.06
12959.25,0.9291,0.06
12959.43,0.9091,0.06
12959.62,1.0432,0.06
12959.8,0.966,0.06
12959.99,1.0459,0.06
12960.17,1.0305,0.06
12960.36,0.8152,0.06
12960.54,0.9677,0.06
12960.73,0.8712,0.06
12960.91,0.9151,0.06
12961.09,0.7655,0.06
12961.28,0.8441,0.06
12961.46,0.8807,0.06
12961.65,0.8411,0.06
12961.83,0.755,0.06
12962.02,0.8539,0.06
12962.2,0.8113,0.06
12962.39,0.7954,0.06
12962.57,0.8318,0.06
12962.76,0.8954,0.06
12962.94,0.7743,0.06
12963.13,0.8733,0.06
12963.31,0.8048,0.06
12963.5,0.8257,0.06
12963.68,0.8047,0.06
12963.86,0.7221,0.06
12964.05,0.7385,0.06
12964.23,0.7154,0.06
12964.42,0.7207,0.06
12964.6,0.7638,0.06
12964.79,0.7421,0.06
12964.97,0.6213,0.06
12965.16,0.6125,0.06
12965.34,0.6998,0.06
12965.53,0.4994,0.06
12965.71,0.6554,0.06
12965.9,0.5857,0.06
12966.08,0.5628,0.06
12966.26,0.6264,0.06
12966.45,0.6413,0.06
12966.63,0.658,0.06
12966.82,0.6023,0.06
12967.0,0.6553,0.06
12967.19,0.666,0.06
12967.37,0.6514,0.06
12967.56,0.7025,0.06
12967.74,0.7468,0.06
12967.93,0.6151,0.06
12968.11,0.7437,0.06
12968.29,0.8098,0.06
12968.48,0.6848,0.06
12968.66,0.882,0.06
12968.85,0.8002,0.06
12969.03,0.7429,0.06
12969.22,0.6986,0.06
12969.4,0.7335,0.06
12969.59,0.7784,0.06
12969.77,0.8577,0.06
12969.96,0.7636,0.06
12970.14,0.7178,0.06
12970.32,0.8463,0.06
12970.51,0.9148,0.06
12970.69,0.7672,0.06
12970.88,0.787,0.06
12971.06,0.8313,0.06
12971.25,0.7337,0.06
12971.43,0.6033,0.06
12971.62,0.7888,0.06
12971.8,0.7672,0.06
12971.99,0.7809,0.06
12972.17,0.6552,0.06
12972.36,0.7161,0.06
12972.54,0.7412,0.06
12972.72,0.7073,0.06
12972.91,0.6727,0.06
12973.09,0.6856,0.06
12973.28,0.7216,0.06
12973.46,0.8109,0.06
12973.65,0.7816,0.06
12973.83,0.7958,0.06
12974.02,0.8096,0.06
12974.2,0.9151,0.06
12974.39,0.9438,0.06
12974.57,0.9293,0.06
12974.76,0.9153,0.06
12974.94,0.9693,0.06
12975.12,0.982,0.06
12975.31,1.0447,0.06
12975.49,1.04,0.06
12975.68,1.131,0.06
12975.86,1.0852,0.06
12976.05,1.1659,0.06
12976.23,1.1973,0.06
12976.42,1.128,0.06
12976.6,1.2423,0.06
12976.79,1.2484,0.06
12976.97,1.1801,0.06
12977.16,1.0901,0.06
12977.34,1.3111,0.06
12977.52,1.2382,0.06
12977.71,1.2222,0.06
12977.89,1.3479,0.06
12978.08,1.2895,0.06
12978.26,1.2282,0.06
12978.45,1.2436,0.06
12978.63,1.2733,0.06
12978.82,1.3393,0.06
12979.0,1.2794,0.06
12979.19,1.2228,0.06
12979.37,1.2835,0.06
12979.56,1.1846,0.06
12979.74,1.1687,0.06
12979.92,1.189,0.06
12980.11,1.3717,0.06
12980.29,1.3323,0.06
12980.48,1.2793,0.06
12980.66,1.2274,0.06
12980.85,1.2031,0.06
12981.03,1.3845,0.06
12981.22,1.1867,0.06
12981.4,1.215,0.06
12981.59,1.1955,0.06
12981.77,1.2556,0.06
12981.96,1.1355,0.06
12982.14,1.273,0.06
12982.33,1.2778,0.06
12982.51,1.2242,0.06
12982.69,1.2791,0.06
12982.88,1.3577,0.06
12983.06,1.2219,0.06
12983.25,1.2989,0.06
12983.43,1.2461,0.06
12983.62,1.179,0.06
12983.8,1.2351,0.06
12983.99,1.1946,0.06
12984.17,1.3462,0.06
12984.36,1.331,0.06
12984.54,1.3235,0.06
12984.73,1.2706,0.06
12984.91,1.1828,0.06
12985.09,1.2644,0.06
12985.28,1.2059,0.06
12985.46,1.2368,0.06
12985.65,1.2509,0.06
12985.83,1.1668,0.06
12986.02,1.2777,0.06
12986.2,1.264,0.06
12986.39,1.2496,0.06
12986.57,1.2314,0.06
12986.76,1.2126,0.06
12986.94,1.2233,0.06
12987.12,1.2307,0.06
12987.31,1.1371,0.06
12987.49,1.295,0.06
12987.68,1.1869,0.06
12987.86,1.1523,0.06
12988.05,1.1755,0.06
12988.23,1.1601,0.06
12988.42,1.1171,0.06
12988.6,1.0927,0.06
12988.79,1.1173,0.06
12988.97,0.9432,0.06
12989.16,0.9347,0.06
12989.34,1.1434,0.06
12989.53,1.0568,0.06
12989.71,1.1621,0.06
12989.9,1.0451,0.06
12990.08,0.9948,0.06
12990.26,0.9659,0.06
12990.45,0.9105,0.06
12990.63,0.8839,0.06
12990.82,0.8732,0.06
12991.0,0.7154,0.06
12991.19,0.8509,0.06
12991.37,0.7447,0.06
12991.56,0.6534,0.06
12991.74,0.7883,0.06
12991.93,0.671,0.06
12992.11,0.6911,0.06
12992.29,0.6418,0.06
12992.48,0.6624,0.06
12992.66,0.5319,0.06
12992.85,0.5612,0.06
12993.03,0.6269,0.06
12993.22,0.6397,0.06
12993.4,0.5979,0.06
12993.59,0.564,0.06
12993.77,0.5747,0.06
12993.96,0.6547,0.06
12994.14,0.6292,0.06
12994.32,0.5611,0.06
12994.51,0.46,0.06
12994.69,0.4122,0.06
12994.88,0.5272,0.06
12995.06,0.4123,0.06
12995.25,0.4877,0.06
12995.43,0.5258,0.06
12995.62,0.578,0.06
12995.8,0.6024,0.06
12995.99,0.5843,0.06
12996.17,0.6597,0.06
12996.36,0.7088,0.06
12996.54,0.8106,0.06
12996.72,0.8121,0.06
12996.91,0.859,0.06
12997.09,0.7992,0.06
12997.28,0.8426,0.06
12997.46,0.8237,0.06
12997.65,0.8358,0.06
12997.83,0.8187,0.06
12998.02,0.9056,0.06
12998.2,1.0083,0.06
12998.39,1.0538,0.06
12998.57,0.9224,0.06
12998.76,0.992,0.06
12998.94,1.142,0.06
12999.12,0.9927,0.06
12999.31,1.0641,0.06
12999.49,1.0373,0.06
12999.68,1.0777,0.06
12999.86,1.0312,0.06
13000.05,1.0303,0.06
13000.23,0.9878,0.06
13000.42,0.9671,0.06
13000.6,0.9592,0.06
13000.79,0.8531,0.06
13000.97,0.9116,0.06
13001.16,0.9531,0.06
13001.34,0.7118,0.06
13001.52,0.7062,0.06
13001.71,0.7217,0.06
13001.89,0.607,0.06
13002.08,0.6487,0.06
13002.26,0.6149,0.06
13002.45,0.654,0.06
13002.63,0.5721,0.06
13002.82,0.5512,0.06
13003.0,0.5077,0.06
13003.19,0.5747,0.06
13003.37,0.5547,0.06
13003.56,0.6085,0.06
13003.74,0.4609,0.06
13003.92,0.4634,0.06
13004.11,0.5481,0.06
13004.29,0.5254,0.06
13004.48,0.6079,0.06
13004.66,0.7001,0.06
13004.85,0.742,0.06
13005.03,0.6313,0.06
13005.22,0.7174,0.06
13005.4,0.7845,0.06
13005.59,0.7705,0.06
13005.77,0.7446,0.06
13005.96,0.9049,0.06
13006.14,0.8994,0.06
13006.33,0.7873,0.06
13006.51,0.8094,0.06
13006.69,0.9204,0.06
13006.88,0.9577,0.06
13007.06,0.8657,0.06
13007.25,0.8837,0.06
13007.43,0.8318,0.06
13007.62,0.9245,0.06
13007.8,0.8563,0.06
13007.99,0.8547,0.06
13008.17,0.7951,0.06
13008.36,0.7543,0.06
13008.54,0.7028,0.06
13008.73,0.7449,0.06
13008.91,0.5933,0.06
13009.09,0.5932,0.06
13009.28,0.6244,0.06
13009.46,0.584,0.06
13009.65,0.4838,0.06
13009.83,0.5792,0.06
13010.02,0.5166,0.06
13010.2,0.4552,0.06
13010.39,0.5061,0.06
13010.57,0.4651,0.06
13010.76,0.497,0.06
13010.94,0.6693,0.06
13011.12,0.5848,0.06
13011.31,0.5007,0.06
13011.49,0.5112,0.06
13011.68,0.5455,0.06
13011.86,0.5717,0.06
13012.05,0.5923,0.06
13012.23,0.6134,0.06
13012.42,0.7106,0.06
13012.6,0.6637,0.06
13012.79,0.7147,0.06
13012.97,0.7205,0.06
13013.16,0.698,0.06
13013.34,0.676,0.06
13013.52,0.7587,0.06
13013.71,0.7865,0.06
