wavelength_Angstroms,flux,uncertainty
12847.19,1.1164,0.04
12847.37,1.0307,0.04
12847.56,1.0694,0.04
12847.74,1.0762,0.04
12847.93,1.0946,0.04
12848.11,1.1882,0.04
12848.3,1.2306,0.04
12848.48,1.2715,0.04
12848.66,1.2257,0.04
12848.85,1.1461,0.04
12849.03,1.1262,0.04
12849.22,1.0492,0.04
12849.4,1.0415,0.04
12849.59,1.1339,0.04
12849.77,0.9813,0.04
12849.96,0.9352,0.04
12850.14,0.8769,0.04
12850.33,0.9107,0.04
12850.51,0.9106,0.04
12850.7,0.9304,0.04
12850.88,0.9726,0.04
12851.06,1.0396,0.04
12851.25,1.0529,0.04
12851.43,1.0393,0.04
12851.62,1.0011,0.04
12851.8,0.9634,0.04
12851.99,0.9789,0.04
12852.17,1.0274,0.04
12852.36,0.963,0.04
12852.54,1.0328,0.04
12852.73,1.0006,0.04
12852.91,0.922,0.04
12853.1,1.0764,0.04
12853.28,1.0991,0.04
12853.46,1.1068,0.04
12853.65,1.1793,0.04
12853.83,1.1472,0.04
12854.02,1.2283,0.04
12854.2,1.2247,0.04
12854.39,1.2613,0.04
12854.57,1.2866,0.04
12854.76,1.2458,0.04
12854.94,1.2626,0.04
12855.13,1.2319,0.04
12855.31,1.2122,0.04
12855.49,1.2021,0.04
12855.68,1.1092,0.04
12855.86,1.0885,0.04
12856.05,1.0998,0.04
12856.23,1.1128,0.04
12856.42,1.0022,0.04
12856.6,0.9164,0.04
12856.79,1.0074,0.04
12856.97,0.9737,0.04
12857.16,0.9374,0.04
12857.34,0.9776,0.04
12857.53,0.9998,0.04
12857.71,1.1103,0.04
12857.9,1.0653,0.04
12858.08,1.1318,0.04
12858.26,1.0841,0.04
12858.45,1.1934,0.04
12858.63,1.1153,0.04
12858.82,1.1835,0.04
12859.0,1.2104,0.04
12859.19,1.1584,0.04
12859.37,1.1367,0.04
12859.56,1.1003,0.04
12859.74,1.1051,0.04
12859.93,1.0275,0.04
12860.11,1.0295,0.04
12860.3,1.0776,0.04
12860.48,1.0128,0.04
12860.66,0.9345,0.04
12860.85,0.8903,0.04
12861.03,0.9394,0.04
12861.22,0.8595,0.04
12861.4,0.8163,0.04
12861.59,0.8709,0.04
12861.77,0.8291,0.04
12861.96,0.8865,0.04
12862.14,0.8709,0.04
12862.33,0.937,0.04
12862.51,0.9524,0.04
12862.69,0.871,0.04
12862.88,0.8779,0.04
12863.06,0.8205,0.04
12863.25,0.7449,0.04
12863.43,0.8071,0.04
12863.62,0.7815,0.04
12863.8,0.7213,0.04
12863.99,0.7102,0.04
12864.17,0.737,0.04
12864.36,0.7557,0.04
12864.54,0.6778,0.04
12864.73,0.6809,0.04
12864.91,0.6726,0.04
12865.09,0.7526,0.04
12865.28,0.6453,0.04
12865.46,0.6888,0.04
12865.65,0.7376,0.04
12865.83,0.7124,0.04
12866.02,0.6124,0.04
12866.2,0.6942,0.04
12866.39,0.7217,0.04
12866.57,0.7159,0.04
12866.76,0.7434,0.04
12866.94,0.7386,0.04
12867.13,0.7308,0.04
12867.31,0.6673,0.04
12867.5,0.6743,0.04
12867.68,0.7375,0.04
12867.86,0.7981,0.04
12868.05,0.7421,0.04
12868.23,0.8645,0.04
12868.42,0.858,0.04
12868.6,0.845,0.04
12868.79,0.8382,0.04
12868.97,0.8643,0.04
12869.16,0.8087,0.04
12869.34,0.7686,0.04
12869.53,0.8266,0.04
12869.71,0.8103,0.04
12869.9,0.8192,0.04
12870.08,0.8727,0.04
12870.26,0.8145,0.04
12870.45,0.9731,0.04
12870.63,0.9731,0.04
12870.82,1.0528,0.04
12871.0,1.0695,0.04
12871.19,1.1067,0.04
12871.37,1.1224,0.04
12871.56,1.0234,0.04
12871.74,1.0595,0.04
12871.93,1.0087,0.04
12872.11,1.0055,0.04
12872.3,1.0133,0.04
12872.48,1.0862,0.04
12872.66,1.014,0.04
12872.85,1.0411,0.04
12873.03,1.0651,0.04
12873.22,1.0527,0.04
12873.4,1.1117,0.04
12873.59,1.1253,0.04
12873.77,1.0835,0.04
12873.96,1.0529,0.04
12874.14,1.0394,0.04
12874.33,1.0548,0.04
12874.51,1.0902,0.04
12874.7,1.0159,0.04
12874.88,1.0292,0.04
12875.06,1.0925,0.04
12875.25,1.0924,0.04
12875.43,1.1556,0.04
12875.62,1.1621,0.04
12875.8,1.1093,0.04
12875.99,1.0729,0.04
12876.17,1.0933,0.04
12876.36,1.086,0.04
12876.54,1.1184,0.04
12876.73,1.064,0.04
12876.91,1.0666,0.04
12877.1,1.0936,0.04
12877.28,0.9595,0.04
12877.46,1.0882,0.04
12877.65,0.9759,0.04
12877.83,0.9953,0.04
12878.02,1.0336,0.04
12878.2,0.9424,0.04
12878.39,0.9489,0.04
12878.57,0.8767,0.04
12878.76,0.8931,0.04
12878.94,0.9059,0.04
12879.13,0.8958,0.04
12879.31,0.8824,0.04
12879.5,0.8843,0.04
12879.68,0.8822,0.04
12879.86,0.8841,0.04
12880.05,0.8925,0.04
12880.23,0.9012,0.04
12880.42,0.9541,0.04
12880.6,0.9464,0.04
12880.79,1.041,0.04
12880.97,1.0553,0.04
12881.16,1.0844,0.04
12881.34,1.1086,0.04
12881.52,1.1567,0.04
12881.71,1.1062,0.04
12881.89,1.1074,0.04
12882.08,1.0433,0.04
12882.26,1.0179,0.04
12882.45,0.9119,0.04
12882.63,0.9772,0.04
12882.82,0.9887,0.04
12883.0,0.9536,0.04
12883.19,0.9447,0.04
12883.37,0.936,0.04
12883.56,1.0268,0.04
12883.74,1.0056,0.04
12883.93,1.0377,0.04
12884.11,1.0445,0.04
12884.3,1.0043,0.04
12884.48,0.9358,0.04
12884.66,0.9524,0.04
12884.85,0.9301,0.04
12885.03,0.8809,0.04
12885.22,0.9072,0.04
12885.4,0.8539,0.04
12885.59,0.9019,0.04
12885.77,0.7975,0.04
12885.96,0.7997,0.04
12886.14,0.9188,0.04
12886.33,0.799,0.04
12886.51,0.8275,0.04
12886.69,0.7637,0.04
12886.88,0.744,0.04
12887.06,0.7361,0.04
12887.25,0.7073,0.04
12887.43,0.6865,0.04
12887.62,0.6714,0.04
12887.8,0.7207,0.04
12887.99,0.7368,0.04
12888.17,0.7069,0.04
12888.36,0.6918,0.04
12888.54,0.7703,0.04
12888.73,0.7733,0.04
12888.91,0.8131,0.04
12889.09,0.9231,0.04
12889.28,0.9546,0.04
12889.46,0.8685,0.04
12889.65,0.8822,0.04
12889.83,0.8839,0.04
12890.02,0.9176,0.04
12890.2,0.9262,0.04
12890.39,0.8762,0.04
12890.57,0.8978,0.04
12890.76,0.9559,0.04
12890.94,0.8812,0.04
12891.13,0.9097,0.04
12891.31,0.8942,0.04
12891.5,0.9433,0.04
12891.68,0.965,0.04
12891.86,1.0587,0.04
12892.05,1.098,0.04
12892.23,1.0429,0.04
12892.42,1.0911,0.04
12892.6,1.0483,0.04
12892.79,0.9925,0.04
12892.97,1.0205,0.04
12893.16,0.942,0.04
12893.34,0.8395,0.04
12893.53,0.9278,0.04
12893.71,0.8372,0.04
12893.9,0.8847,0.04
12894.08,0.9294,0.04
12894.26,0.9318,0.04
12894.45,0.9819,0.04
12894.63,1.0391,0.04
12894.82,1.0357,0.04
12895.0,1.0581,0.04
12895.19,0.9985,0.04
12895.37,1.0127,0.04
12895.56,1.0169,0.04
12895.74,1.0275,0.04
12895.93,0.9661,0.04
12896.11,0.9797,0.04
12896.3,0.9935,0.04
12896.48,0.9189,0.04
12896.66,0.9273,0.04
12896.85,0.9476,0.04
12897.03,0.958,0.04
12897.22,0.8921,0.04
12897.4,0.9091,0.04
12897.59,0.855,0.04
12897.77,0.8761,0.04
12897.96,0.8734,0.04
12898.14,0.8453,0.04
12898.33,0.9434,0.04
12898.51,0.9491,0.04
12898.7,0.9381,0.04
12898.88,1.0507,0.04
12899.06,1.1099,0.04
12899.25,1.1217,0.04
12899.43,1.219,0.04
12899.62,1.1793,0.04
12899.8,1.1908,0.04
12899.99,1.0847,0.04
12900.17,1.1162,0.04
12900.36,0.9888,0.04
12900.54,1.1242,0.04
12900.73,1.0041,0.04
12900.91,0.9195,0.04
12901.1,0.8985,0.04
12901.28,0.8089,0.04
12901.46,0.8627,0.04
12901.65,0.9446,0.04
12901.83,0.8661,0.04
12902.02,0.9419,0.04
12902.2,0.9568,0.04
12902.39,1.0379,0.04
12902.57,1.0253,0.04
12902.76,1.0068,0.04
12902.94,1.0127,0.04
12903.13,1.1573,0.04
12903.31,1.0554,0.04
12903.49,1.1604,0.04
12903.68,1.0763,0.04
12903.86,1.1379,0.04
12904.05,1.0774,0.04
12904.23,1.0315,0.04
12904.42,0.972,0.04
12904.6,1.0002,0.04
12904.79,1.0074,0.04
12904.97,0.9537,0.04
12905.16,1.0247,0.04
12905.34,1.0182,0.04
12905.52,0.9463,0.04
12905.71,1.058,0.04
12905.89,1.064,0.04
12906.08,1.0473,0.04
12906.26,1.0978,0.04
12906.45,1.0544,0.04
12906.63,1.0922,0.04
12906.82,1.0252,0.04
12907.0,1.0219,0.04
12907.19,0.9977,0.04
12907.37,0.977,0.04
12907.56,1.0188,0.04
12907.74,1.0315,0.04
12907.93,0.9753,0.04
12908.11,0.923,0.04
12908.29,0.8695,0.04
12908.48,0.9235,0.04
12908.66,0.9221,0.04
12908.85,0.8333,0.04
12909.03,0.9075,0.04
12909.22,0.9431,0.04
12909.4,0.8963,0.04
12909.59,0.9394,0.04
12909.77,0.8339,0.04
12909.96,0.7925,0.04
12910.14,0.8439,0.04
12910.33,0.9393,0.04
12910.51,0.9417,0.04
12910.69,0.9078,0.04
12910.88,0.8657,0.04
12911.06,0.9541,0.04
12911.25,0.8562,0.04
12911.43,0.7986,0.04
12911.62,0.8039,0.04
12911.8,0.7114,0.04
12911.99,0.7615,0.04
12912.17,0.6832,0.04
12912.36,0.8149,0.04
12912.54,0.648,0.04
12912.73,0.7413,0.04
12912.91,0.6809,0.04
12913.1,0.7104,0.04
12913.28,0.8081,0.04
12913.46,0.7784,0.04
12913.65,0.8263,0.04
12913.83,0.8318,0.04
12914.02,0.8373,0.04
12914.2,0.8286,0.04
12914.39,0.8328,0.04
12914.57,0.8304,0.04
12914.76,0.8909,0.04
12914.94,0.9279,0.04
12915.13,0.8353,0.04
12915.31,0.8744,0.04
12915.5,0.8629,0.04
12915.68,0.787,0.04
12915.86,0.8957,0.04
12916.05,0.973,0.04
12916.23,0.9536,0.04
12916.42,0.9136,0.04
12916.6,0.923,0.04
12916.79,0.9486,0.04
12916.97,0.9827,0.04
12917.16,0.9449,0.04
12917.34,0.9708,0.04
12917.53,0.9104,0.04
12917.71,0.929,0.04
12917.9,0.9161,0.04
12918.08,0.8533,0.04
12918.26,0.8805,0.04
12918.45,0.7923,0.04
12918.63,0.7965,0.04
12918.82,0.6361,0.04
12919.0,0.7593,0.04
12919.19,0.7798,0.04
12919.37,0.7556,0.04
12919.56,0.7471,0.04
12919.74,0.7357,0.04
12919.93,0.8062,0.04
12920.11,0.8767,0.04
12920.29,0.7628,0.04
12920.48,0.8667,0.04
12920.66,0.8002,0.04
12920.85,0.7993,0.04
12921.03,0.8978,0.04
12921.22,0.8255,0.04
12921.4,0.7559,0.04
12921.59,0.8199,0.04
12921.77,0.8338,0.04
12921.96,0.7888,0.04
12922.14,0.8063,0.04
12922.32,0.8579,0.04
12922.51,0.846,0.04
12922.7,0.8893,0.04
12922.88,0.8121,0.04
12923.06,0.8185,0.04
12923.25,0.8695,0.04
12923.43,0.9229,0.04
12923.62,0.8708,0.04
12923.8,0.8193,0.04
12923.99,0.8756,0.04
12924.17,0.9308,0.04
12924.36,1.0558,0.04
12924.54,0.9281,0.04
12924.73,0.9573,0.04
12924.91,0.9273,0.04
12925.1,0.9733,0.04
12925.28,0.9205,0.04
12925.46,0.9141,0.04
12925.65,0.9582,0.04
12925.83,0.8983,0.04
12926.02,0.8702,0.04
12926.2,0.8483,0.04
12926.39,0.8577,0.04
12926.57,0.9142,0.04
12926.76,1.0031,0.04
12926.94,0.9459,0.04
12927.13,0.9954,0.04
12927.31,0.9719,0.04
12927.49,0.9059,0.04
12927.68,0.999,0.04
12927.86,0.9684,0.04
12928.05,1.0269,0.04
12928.23,0.9172,0.04
12928.42,0.894,0.04
12928.6,0.8548,0.04
12928.79,0.752,0.04
12928.97,0.632,0.04
12929.16,0.6611,0.04
12929.34,0.6908,0.04
12929.52,0.6624,0.04
12929.71,0.7544,0.04
12929.89,0.7131,0.04
12930.08,0.8242,0.04
12930.26,0.8483,0.04
12930.45,0.8627,0.04
12930.63,0.9267,0.04
12930.82,0.8917,0.04
12931.0,0.9916,0.04
12931.19,0.9639,0.04
12931.37,0.8348,0.04
12931.56,0.8809,0.04
12931.74,0.9079,0.04
12931.92,0.9675,0.04
12932.11,0.9091,0.04
12932.29,0.8673,0.04
12932.48,0.9069,0.04
12932.66,0.8645,0.04
12932.85,0.9125,0.04
12933.03,0.8293,0.04
12933.22,0.8143,0.04
12933.4,0.8902,0.04
12933.59,0.8449,0.04
12933.77,0.8642,0.04
12933.96,0.8742,0.04
12934.14,0.8881,0.04
12934.33,0.854,0.04
12934.51,0.9909,0.04
12934.69,0.9315,0.04
12934.88,0.9662,0.04
12935.06,1.1263,0.04
12935.25,1.0976,0.04
12935.43,1.1548,0.04
12935.62,1.1933,0.04
12935.8,1.128,0.04
12935.99,1.2898,0.04
12936.17,1.2158,0.04
12936.36,1.1867,0.04
12936.54,1.2675,0.04
12936.73,1.2446,0.04
12936.91,1.284,0.04
12937.09,1.2799,0.04
12937.28,1.3272,0.04
12937.46,1.2218,0.04
12937.65,1.2149,0.04
12937.83,1.1937,0.04
12938.02,1.1902,0.04
12938.2,1.215,0.04
12938.39,1.0676,0.04
12938.57,1.1222,0.04
12938.76,1.1223,0.04
12938.94,1.0623,0.04
12939.13,1.0604,0.04
12939.31,1.0067,0.04
12939.5,0.9773,0.04
12939.68,0.9035,0.04
12939.86,0.9616,0.04
12940.05,0.9206,0.04
12940.23,0.8953,0.04
12940.42,0.9207,0.04
12940.6,0.8708,0.04
12940.79,0.8738,0.04
12940.97,0.8632,0.04
12941.16,0.8263,0.04
12941.34,0.8194,0.04
12941.53,0.94,0.04
12941.71,0.9916,0.04
12941.9,0.9862,0.04
12942.08,0.9826,0.04
12942.26,1.0236,0.04
12942.45,1.0032,0.04
12942.63,0.948,0.04
12942.82,1.0782,0.04
12943.0,1.1378,0.04
12943.19,1.0817,0.04
12943.37,1.2464,0.04
12943.56,1.1998,0.04
12943.74,1.265,0.04
12943.93,1.1935,0.04
12944.11,1.2198,0.04
12944.29,1.236,0.04
12944.48,1.232,0.04
12944.66,1.2095,0.04
12944.85,1.1166,0.04
12945.03,1.0481,0.04
12945.22,1.053,0.04
12945.4,1.1228,0.04
12945.59,1.0453,0.04
12945.77,1.1463,0.04
12945.96,1.1359,0.04
12946.14,1.1224,0.04
12946.32,1.1913,0.04
12946.51,1.2278,0.04
12946.69,1.1616,0.04
12946.88,1.1798,0.04
12947.06,1.112,0.04
12947.25,1.0617,0.04
12947.43,0.9324,0.04
12947.62,0.8651,0.04
12947.8,0.8834,0.04
12947.99,0.8469,0.04
12948.17,0.6519,0.04
12948.36,0.7532,0.04
12948.54,0.7152,0.04
12948.72,0.7189,0.04
12948.91,0.7986,0.04
12949.1,0.7942,0.04
12949.28,0.8407,0.04
12949.46,0.8574,0.04
12949.65,0.8602,0.04
12949.83,0.8759,0.04
12950.02,0.7628,0.04
12950.2,0.8084,0.04
12950.39,0.7263,0.04
12950.57,0.7753,0.04
12950.76,0.8131,0.04
12950.94,0.7842,0.04
12951.13,0.7891,0.04
12951.31,0.6967,0.04
12951.49,0.7689,0.04
12951.68,0.7259,0.04
12951.86,0.8248,0.04
12952.05,0.7314,0.04
12952.23,0.8136,0.04
12952.42,0.7422,0.04
12952.6,0.8677,0.04
12952.79,0.9092,0.04
12952.97,0.9051,0.04
12953.16,0.9314,0.04
12953.34,1.0438,0.04
12953.52,1.0863,0.04
12953.71,0.9913,0.04
12953.89,1.093,0.04
12954.08,1.083,0.04
12954.26,1.0389,0.04
12954.45,1.1444,0.04
12954.63,1.0493,0.04
12954.82,1.2061,0.04
12955.0,1.1131,0.04
12955.19,1.1539,0.04
12955.37,1.2182,0.04
12955.56,1.2497,0.04
12955.74,1.2171,0.04
12955.92,1.2798,0.04
12956.11,1.224,0.04
12956.29,1.2084,0.04
12956.48,1.2139,0.04
12956.66,1.2,0.04
12956.85,1.1839,0.04
12957.03,1.0897,0.04
12957.22,1.0133,0.04
12957.4,0.931,0.04
12957.59,0.862,0.04
12957.77,0.8284,0.04
12957.96,0.7161,0.04
12958.14,0.8072,0.04
12958.33,0.7599,0.04
12958.51,0.7906,0.04
12958.69,0.7534,0.04
12958.88,0.7828,0.04
12959.06,0.7686,0.04
12959.25,0.8162,0.04
12959.43,0.853,0.04
12959.62,0.8901,0.04
12959.8,0.9643,0.04
12959.99,0.9052,0.04
12960.17,0.9995,0.04
12960.36,0.9452,0.04
12960.54,1.0073,0.04
12960.73,0.9024,0.04
12960.91,0.9118,0.04
12961.09,0.8573,0.04
12961.28,0.8577,0.04
12961.46,0.9016,0.04
12961.65,0.8995,0.04
12961.83,1.0388,0.04
12962.02,0.9779,0.04
12962.2,1.0478,0.04
12962.39,1.1073,0.04
12962.57,1.0708,0.04
12962.76,1.1205,0.04
12962.94,1.1098,0.04
12963.13,1.0562,0.04
12963.31,0.9527,0.04
12963.5,0.9013,0.04
12963.68,0.859,0.04
12963.86,0.8661,0.04
12964.05,0.8358,0.04
12964.23,0.8949,0.04
12964.42,0.9075,0.04
12964.6,1.0832,0.04
12964.79,1.0409,0.04
12964.97,1.2046,0.04
12965.16,1.2128,0.04
12965.34,1.2359,0.04
12965.53,1.2275,0.04
12965.71,1.239,0.04
12965.9,1.2097,0.04
12966.08,1.1354,0.04
12966.26,1.1646,0.04
12966.45,1.138,0.04
12966.63,1.0268,0.04
12966.82,0.9866,0.04
12967.0,0.9232,0.04
12967.19,0.8961,0.04
12967.37,1.0346,0.04
12967.56,1.0334,0.04
12967.74,1.0521,0.04
12967.93,0.9746,0.04
12968.11,1.0929,0.04
12968.29,1.0794,0.04
12968.48,1.0342,0.04
12968.66,1.1135,0.04
12968.85,1.1864,0.04
12969.03,1.1242,0.04
12969.22,1.1219,0.04
12969.4,1.0379,0.04
12969.59,1.002,0.04
12969.77,0.9949,0.04
12969.96,0.9394,0.04
12970.14,0.8939,0.04
12970.32,0.8567,0.04
12970.51,0.8037,0.04
12970.69,0.7516,0.04
12970.88,0.6926,0.04
12971.06,0.7211,0.04
12971.25,0.8086,0.04
12971.43,0.8021,0.04
12971.62,0.8804,0.04
12971.8,0.8601,0.04
12971.99,0.7721,0.04
12972.17,0.8698,0.04
12972.36,0.9454,0.04
12972.54,0.9816,0.04
12972.72,1.0149,0.04
12972.91,1.1189,0.04
12973.09,1.0225,0.04
12973.28,0.9999,0.04
12973.46,1.0561,0.04
12973.65,1.0113,0.04
12973.83,1.004,0.04
12974.02,0.9702,0.04
12974.2,0.9527,0.04
12974.39,0.865,0.04
12974.57,0.7131,0.04
12974.76,0.7082,0.04
12974.94,0.7899,0.04
12975.12,0.7514,0.04
12975.31,0.8263,0.04
12975.49,0.8062,0.04
12975.68,0.7594,0.04
12975.86,0.7946,0.04
12976.05,0.8402,0.04
12976.23,0.8427,0.04
12976.42,0.9351,0.04
12976.6,0.9018,0.04
12976.79,0.951,0.04
12976.97,0.9286,0.04
12977.16,0.9509,0.04
12977.34,0.9556,0.04
12977.52,0.987,0.04
12977.71,1.036,0.04
12977.89,1.0124,0.04
12978.08,1.034,0.04
12978.26,1.1337,0.04
12978.45,1.0504,0.04
12978.63,1.1277,0.04
12978.82,1.0201,0.04
12979.0,1.0652,0.04
12979.19,1.0319,0.04
12979.37,1.017,0.04
12979.56,1.0263,0.04
12979.74,0.9007,0.04
12979.92,0.9245,0.04
12980.11,1.0051,0.04
12980.29,1.0668,0.04
12980.48,1.0143,0.04
12980.66,1.0329,0.04
12980.85,1.0802,0.04
12981.03,1.1325,0.04
12981.22,1.0652,0.04
12981.4,1.0721,0.04
12981.59,1.0266,0.04
12981.77,1.1031,0.04
12981.96,1.0542,0.04
12982.14,1.1327,0.04
12982.33,1.1326,0.04
12982.51,1.1132,0.04
12982.69,1.1427,0.04
12982.88,1.1492,0.04
12983.06,1.1425,0.04
12983.25,1.1581,0.04
12983.43,1.1372,0.04
12983.62,1.1445,0.04
12983.8,1.1566,0.04
12983.99,1.054,0.04
12984.17,1.0568,0.04
12984.36,1.0188,0.04
12984.54,1.0107,0.04
12984.73,1.0221,0.04
12984.91,1.0357,0.04
12985.09,1.0516,0.04
12985.28,1.0799,0.04
12985.46,1.0209,0.04
12985.65,1.0625,0.04
12985.83,1.0553,0.04
12986.02,1.0703,0.04
12986.2,1.087,0.04
12986.39,1.0533,0.04
12986.57,0.9895,0.04
12986.76,1.0504,0.04
12986.94,1.0825,0.04
12987.12,0.9917,0.04
12987.31,1.025,0.04
12987.49,1.0386,0.04
12987.68,1.1012,0.04
12987.86,1.1263,0.04
12988.05,1.1422,0.04
12988.23,1.1402,0.04
12988.42,1.1438,0.04
12988.6,1.1355,0.04
12988.79,1.2087,0.04
12988.97,1.0751,0.04
12989.16,1.2052,0.04
12989.34,1.0967,0.04
12989.53,1.0835,0.04
12989.71,1.0627,0.04
12989.9,1.0765,0.04
12990.08,1.0711,0.04
12990.26,1.0155,0.04
12990.45,0.9783,0.04
12990.63,1.0192,0.04
12990.82,1.0719,0.04
12991.0,1.0002,0.04
12991.19,0.9768,0.04
12991.37,1.018,0.04
12991.56,0.9959,0.04
12991.74,0.9391,0.04
12991.93,1.016,0.04
12992.11,0.9908,0.04
12992.29,0.9681,0.04
12992.48,1.0074,0.04
12992.66,0.9304,0.04
12992.85,0.9733,0.04
12993.03,0.9567,0.04
12993.22,0.8449,0.04
12993.4,0.8193,0.04
12993.59,0.7767,0.04
12993.77,0.748,0.04
12993.96,0.7903,0.04
12994.14,0.8045,0.04
12994.32,0.8615,0.04
12994.51,0.9285,0.04
12994.69,0.9243,0.04
12994.88,1.0577,0.04
12995.06,1.0447,0.04
12995.25,1.0548,0.04
12995.43,1.0743,0.04
12995.62,1.1059,0.04
12995.8,1.0851,0.04
12995.99,1.0143,0.04
12996.17,0.9204,0.04
12996.36,0.8848,0.04
12996.54,0.8412,0.04
12996.72,0.7543,0.04
12996.91,0.7775,0.04
12997.09,0.7511,0.04
12997.28,0.7692,0.04
12997.46,0.8172,0.04
12997.65,0.859,0.04
12997.83,0.8917,0.04
12998.02,1.0185,0.04
12998.2,1.1336,0.04
12998.39,1.0342,0.04
12998.57,1.0559,0.04
12998.76,0.9839,0.04
12998.94,0.9466,0.04
12999.12,0.947,0.04
12999.31,0.8205,0.04
12999.49,0.8235,0.04
12999.68,0.7336,0.04
12999.86,0.7325,0.04
13000.05,0.8194,0.04
13000.23,0.8614,0.04
13000.42,0.813,0.04
13000.6,0.8775,0.04
13000.79,1.0111,0.04
13000.97,1.0153,0.04
13001.16,1.0918,0.04
13001.34,1.0387,0.04
13001.52,1.03,0.04
13001.71,1.1178,0.04
13001.89,1.137,0.04
13002.08,1.1736,0.04
13002.26,1.122,0.04
13002.45,1.1502,0.04
13002.63,0.9994,0.04
13002.82,1.08,0.04
13003.0,0.9957,0.04
13003.19,0.9831,0.04
13003.37,0.9844,0.04
13003.56,0.951,0.04
13003.74,0.8739,0.04
13003.92,0.9339,0.04
13004.11,0.8956,0.04
13004.29,0.9278,0.04
13004.48,0.9003,0.04
13004.66,1.0045,0.04
13004.85,0.9805,0.04
13005.03,0.8639,0.04
13005.22,0.8949,0.04
13005.4,0.9039,0.04
13005.59,0.848,0.04
13005.77,0.8808,0.04
13005.96,0.8326,0.04
13006.14,0.8311,0.04
13006.33,0.8678,0.04
13006.51,0.9344,0.04
13006.69,0.8597,0.04
13006.88,0.9223,0.04
13007.06,0.8977,0.04
13007.25,0.95,0.04
13007.43,0.9247,0.04
13007.62,0.9632,0.04
13007.8,0.8729,0.04
13007.99,0.9275,0.04
13008.17,0.8574,0.04
13008.36,0.9815,0.04
13008.54,1.0018,0.04
13008.73,0.9855,0.04
13008.91,1.1255,0.04
13009.09,1.1093,0.04
13009.28,1.1075,0.04
13009.46,1.1965,0.04
13009.65,1.1594,0.04
13009.83,1.2791,0.04
13010.02,1.17,0.04
13010.2,1.1795,0.04
13010.39,1.1021,0.04
13010.57,1.0607,0.04
13010.76,1.0463,0.04
13010.94,1.0353,0.04
13011.12,0.9917,0.04
13011.31,0.969,0.04
13011.49,0.95,0.04
13011.68,0.8824,0.04
13011.86,0.9165,0.04
13012.05,0.933,0.04
13012.23,0.7516,0.04
13012.42,0.8116,0.04
13012.6,0.7577,0.04
13012.79,0.6644,0.04
13012.97,0.5363,0.04
13013.16,0.6247,0.04
13013.34,0.5107,0.04
13013.52,0.5306,0.04
