wavelength_Angstroms,flux,uncertainty
12891.68,0.9697,0.07
12891.86,1.0394,0.07
12892.05,0.917,0.07
12892.23,0.9779,0.07
12892.42,0.8356,0.07
12892.6,0.7707,0.07
12892.79,0.8058,0.07
12892.97,0.9883,0.07
12893.16,1.0425,0.07
12893.34,0.9479,0.07
12893.53,1.0169,0.07
12893.71,1.1163,0.07
12893.9,1.0524,0.07
12894.08,1.018,0.07
12894.26,1.0251,0.07
12894.45,0.9085,0.07
12894.63,0.7705,0.07
12894.82,0.9143,0.07
12895.0,0.7796,0.07
12895.19,0.8037,0.07
12895.37,0.8671,0.07
12895.56,0.869,0.07
12895.74,1.0556,0.07
12895.93,0.89,0.07
12896.11,0.8327,0.07
12896.3,0.874,0.07
12896.48,0.8584,0.07
12896.66,0.8575,0.07
12896.85,0.8542,0.07
12897.03,0.9668,0.07
12897.22,1.0259,0.07
12897.4,1.0682,0.07
12897.59,1.151,0.07
12897.77,1.1428,0.07
12897.96,1.1113,0.07
12898.14,1.0189,0.07
12898.33,0.9691,0.07
12898.51,0.9217,0.07
12898.7,0.8063,0.07
12898.88,0.9204,0.07
12899.06,0.917,0.07
12899.25,0.9027,0.07
12899.43,0.8167,0.07
12899.62,0.8233,0.07
12899.8,0.8924,0.07
12899.99,0.7896,0.07
12900.17,0.8467,0.07
12900.36,0.7687,0.07
12900.54,0.9588,0.07
12900.73,0.9733,0.07
12900.91,1.0569,0.07
12901.1,1.0402,0.07
12901.28,1.0129,0.07
12901.46,1.0005,0.07
12901.65,0.8669,0.07
12901.83,1.0232,0.07
12902.02,1.1619,0.07
12902.2,1.022,0.07
12902.39,1.1075,0.07
12902.57,1.0479,0.07
12902.76,1.1301,0.07
12902.94,0.9827,0.07
12903.13,0.9913,0.07
12903.31,0.7886,0.07
12903.49,0.8998,0.07
12903.68,1.0027,0.07
12903.86,0.9822,0.07
12904.05,1.153,0.07
12904.23,1.0748,0.07
12904.42,0.9527,0.07
12904.6,0.9501,0.07
12904.79,0.8317,0.07
12904.97,0.791,0.07
12905.16,0.857,0.07
12905.34,1.0472,0.07
12905.52,1.0398,0.07
12905.71,1.214,0.07
12905.89,1.1377,0.07
12906.08,1.1077,0.07
12906.26,1.1724,0.07
12906.45,1.0983,0.07
12906.63,0.9816,0.07
12906.82,1.0642,0.07
12907.0,1.0498,0.07
12907.19,1.0253,0.07
12907.37,0.9233,0.07
12907.56,0.9614,0.07
12907.74,0.8593,0.07
12907.93,0.8878,0.07
12908.11,1.0585,0.07
12908.29,1.0975,0.07
12908.48,1.1304,0.07
12908.66,1.128,0.07
12908.85,1.0081,0.07
12909.03,0.9728,0.07
12909.22,0.8814,0.07
12909.4,0.8941,0.07
12909.59,0.9443,0.07
12909.77,0.9995,0.07
12909.96,0.9495,0.07
12910.14,0.8812,0.07
12910.33,0.8802,0.07
12910.51,0.8411,0.07
12910.69,0.6993,0.07
12910.88,0.7891,0.07
12911.06,0.6248,0.07
12911.25,0.8116,0.07
12911.43,0.8139,0.07
12911.62,0.7581,0.07
12911.8,0.7925,0.07
12911.99,0.8708,0.07
12912.17,0.7577,0.07
12912.36,0.7981,0.07
12912.54,0.8087,0.07
12912.73,0.9166,0.07
12912.91,0.7845,0.07
12913.1,0.7367,0.07
12913.28,0.7243,0.07
12913.46,0.783,0.07
12913.65,0.7556,0.07
12913.83,0.7936,0.07
12914.02,0.7105,0.07
12914.2,0.7547,0.07
12914.39,0.8009,0.07
12914.57,0.8912,0.07
12914.76,0.7716,0.07
12914.94,0.67,0.07
12915.13,0.8728,0.07
12915.31,0.7604,0.07
12915.5,0.8195,0.07
12915.68,0.9588,0.07
12915.86,0.8096,0.07
12916.05,0.9004,0.07
12916.23,0.9126,0.07
12916.42,0.8649,0.07
12916.6,0.7326,0.07
12916.79,0.8672,0.07
12916.97,0.7896,0.07
12917.16,0.7978,0.07
12917.34,0.72,0.07
12917.53,0.581,0.07
12917.71,0.7595,0.07
12917.9,0.7072,0.07
12918.08,0.8707,0.07
12918.26,0.9478,0.07
12918.45,0.9584,0.07
12918.63,0.9639,0.07
12918.82,1.0303,0.07
12919.0,0.9131,0.07
12919.19,0.9527,0.07
12919.37,0.8048,0.07
12919.56,0.7452,0.07
12919.74,0.8252,0.07
12919.93,0.9185,0.07
12920.11,0.9122,0.07
12920.29,1.044,0.07
12920.48,0.9087,0.07
12920.66,1.0627,0.07
12920.85,1.0924,0.07
12921.03,0.9991,0.07
12921.22,0.8517,0.07
12921.4,0.8998,0.07
12921.59,0.8475,0.07
12921.77,1.0257,0.07
12921.96,1.0829,0.07
12922.14,1.1112,0.07
12922.32,1.1983,0.07
12922.51,1.0812,0.07
12922.7,1.2704,0.07
12922.88,1.2921,0.07
12923.06,1.2497,0.07
12923.25,1.283,0.07
12923.43,1.1971,0.07
12923.62,1.1971,0.07
12923.8,1.2305,0.07
12923.99,0.9568,0.07
12924.17,0.922,0.07
12924.36,0.9494,0.07
12924.54,0.9183,0.07
12924.73,0.9618,0.07
12924.91,0.9711,0.07
12925.1,0.9783,0.07
12925.28,1.1579,0.07
12925.46,0.8914,0.07
12925.65,0.7983,0.07
12925.83,0.9224,0.07
12926.02,0.7799,0.07
12926.2,0.8525,0.07
12926.39,0.8326,0.07
12926.57,0.9283,0.07
12926.76,0.9352,0.07
12926.94,0.9904,0.07
12927.13,0.9343,0.07
12927.31,0.8569,0.07
12927.49,0.729,0.07
12927.68,0.7954,0.07
12927.86,0.7393,0.07
12928.05,0.7929,0.07
12928.23,0.7253,0.07
12928.42,0.973,0.07
12928.6,0.8436,0.07
12928.79,1.0007,0.07
12928.97,0.8477,0.07
12929.16,0.8457,0.07
12929.34,0.964,0.07
12929.52,0.8278,0.07
12929.71,0.9325,0.07
12929.89,1.0314,0.07
12930.08,0.9538,0.07
12930.26,0.9031,0.07
12930.45,0.9924,0.07
12930.63,0.7573,0.07
12930.82,0.8684,0.07
12931.0,0.8597,0.07
12931.19,0.774,0.07
12931.37,0.7372,0.07
12931.56,0.6282,0.07
12931.74,0.7494,0.07
12931.92,0.8269,0.07
12932.11,0.7142,0.07
12932.29,0.6536,0.07
12932.48,0.9232,0.07
12932.66,0.8877,0.07
12932.85,0.7933,0.07
12933.03,0.7149,0.07
12933.22,0.9785,0.07
12933.4,0.7696,0.07
12933.59,0.739,0.07
12933.77,0.7636,0.07
12933.96,0.9658,0.07
12934.14,1.0455,0.07
12934.33,0.9832,0.07
12934.51,1.136,0.07
12934.69,1.0727,0.07
12934.88,1.0621,0.07
12935.06,0.9367,0.07
12935.25,0.9481,0.07
12935.43,1.0394,0.07
12935.62,1.3149,0.07
12935.8,1.2188,0.07
12935.99,1.2175,0.07
12936.17,1.164,0.07
12936.36,1.1363,0.07
12936.54,0.8737,0.07
12936.73,1.045,0.07
12936.91,0.9943,0.07
12937.09,0.7596,0.07
12937.28,0.8997,0.07
12937.46,0.8055,0.07
12937.65,1.0052,0.07
12937.83,1.054,0.07
12938.02,1.0652,0.07
12938.2,1.1015,0.07
12938.39,0.96,0.07
12938.57,0.9134,0.07
12938.76,0.8297,0.07
12938.94,0.9915,0.07
12939.13,1.0275,0.07
12939.31,0.9497,0.07
12939.5,0.8697,0.07
12939.68,0.8744,0.07
12939.86,0.9154,0.07
12940.05,0.8226,0.07
12940.23,0.9201,0.07
12940.42,0.9025,0.07
12940.6,0.896,0.07
12940.79,0.9817,0.07
12940.97,1.0128,0.07
12941.16,1.1038,0.07
12941.34,1.049,0.07
12941.53,1.1404,0.07
12941.71,1.175,0.07
12941.9,1.2618,0.07
12942.08,1.1673,0.07
12942.26,1.336,0.07
12942.45,1.3037,0.07
12942.63,1.2927,0.07
12942.82,1.1801,0.07
12943.0,1.1271,0.07
12943.19,1.1128,0.07
12943.37,1.0256,0.07
12943.56,0.8411,0.07
12943.74,0.9049,0.07
12943.93,1.0145,0.07
12944.11,0.916,0.07
12944.29,1.1157,0.07
12944.48,1.1102,0.07
12944.66,1.1363,0.07
12944.85,1.0867,0.07
12945.03,1.1892,0.07
12945.22,1.1764,0.07
12945.4,1.0321,0.07
12945.59,0.8832,0.07
12945.77,0.9661,0.07
12945.96,0.8552,0.07
12946.14,0.8395,0.07
12946.32,0.7822,0.07
12946.51,0.6072,0.07
12946.69,0.7974,0.07
12946.88,1.0014,0.07
12947.06,0.8206,0.07
12947.25,0.8691,0.07
12947.43,0.9647,0.07
12947.62,0.8241,0.07
12947.8,0.745,0.07
12947.99,0.7546,0.07
12948.17,0.7056,0.07
12948.36,0.8229,0.07
12948.54,0.7847,0.07
12948.72,0.7646,0.07
12948.91,0.7307,0.07
12949.1,0.6271,0.07
12949.28,0.7243,0.07
12949.46,0.7691,0.07
12949.65,0.6927,0.07
12949.83,0.5609,0.07
12950.02,0.5738,0.07
12950.2,0.7164,0.07
12950.39,0.6298,0.07
12950.57,0.595,0.07
12950.76,0.655,0.07
12950.94,0.7484,0.07
12951.13,0.768,0.07
12951.31,0.8449,0.07
12951.49,0.9076,0.07
12951.68,0.8945,0.07
12951.86,0.9182,0.07
12952.05,0.8892,0.07
12952.23,0.9143,0.07
12952.42,0.8834,0.07
12952.6,0.9797,0.07
12952.79,0.8835,0.07
12952.97,0.8431,0.07
12953.16,0.8543,0.07
12953.34,0.9274,0.07
12953.52,0.9933,0.07
12953.71,0.9445,0.07
12953.89,1.0543,0.07
12954.08,1.1102,0.07
12954.26,1.2331,0.07
12954.45,1.2978,0.07
12954.63,1.2189,0.07
12954.82,1.2001,0.07
12955.0,1.0835,0.07
12955.19,0.9185,0.07
12955.37,1.0352,0.07
12955.56,0.9845,0.07
12955.74,1.0734,0.07
12955.92,0.9944,0.07
12956.11,1.0521,0.07
12956.29,0.9847,0.07
12956.48,0.9854,0.07
12956.66,1.0496,0.07
12956.85,0.8692,0.07
12957.03,0.9206,0.07
12957.22,0.8803,0.07
12957.4,0.9575,0.07
12957.59,0.9489,0.07
12957.77,0.9183,0.07
12957.96,1.0435,0.07
12958.14,0.8992,0.07
12958.33,1.1616,0.07
12958.51,1.2285,0.07
12958.69,0.8789,0.07
12958.88,0.9335,0.07
12959.06,0.839,0.07
12959.25,0.8552,0.07
12959.43,0.6806,0.07
12959.62,0.7768,0.07
12959.8,0.6848,0.07
12959.99,0.9582,0.07
12960.17,0.8652,0.07
12960.36,1.0572,0.07
12960.54,1.2294,0.07
12960.73,1.2378,0.07
12960.91,1.1545,0.07
12961.09,1.2763,0.07
12961.28,1.1864,0.07
12961.46,1.0335,0.07
12961.65,0.9029,0.07
12961.83,0.9869,0.07
12962.02,0.9434,0.07
12962.2,0.6677,0.07
12962.39,0.8073,0.07
12962.57,0.8724,0.07
12962.76,0.9325,0.07
12962.94,0.8946,0.07
12963.13,0.9521,0.07
12963.31,1.254,0.07
12963.5,1.0964,0.07
12963.68,1.0054,0.07
12963.86,1.15,0.07
12964.05,1.0621,0.07
12964.23,1.0275,0.07
12964.42,1.0858,0.07
12964.6,0.8609,0.07
12964.79,0.9254,0.07
12964.97,0.9782,0.07
12965.16,0.8556,0.07
12965.34,0.827,0.07
12965.53,0.8529,0.07
12965.71,0.9441,0.07
12965.9,0.9942,0.07
12966.08,1.0201,0.07
12966.26,0.9875,0.07
12966.45,1.0965,0.07
12966.63,1.1896,0.07
12966.82,1.2689,0.07
12967.0,1.095,0.07
12967.19,1.3118,0.07
12967.37,1.1013,0.07
12967.56,1.1447,0.07
12967.74,1.1617,0.07
12967.93,1.048,0.07
12968.11,0.9021,0.07
12968.29,0.8172,0.07
12968.48,0.7235,0.07
12968.66,0.7582,0.07
12968.85,0.7631,0.07
12969.03,0.9561,0.07
12969.22,0.8273,0.07
12969.4,0.8304,0.07
12969.59,0.8804,0.07
12969.77,0.8294,0.07
12969.96,0.9843,0.07
12970.14,0.9626,0.07
12970.32,1.1888,0.07
12970.51,0.9398,0.07
12970.69,0.9058,0.07
12970.88,0.82,0.07
12971.06,0.8339,0.07
12971.25,0.8871,0.07
12971.43,1.039,0.07
12971.62,1.1405,0.07
12971.8,1.1872,0.07
12971.99,1.2479,0.07
12972.17,1.1305,0.07
12972.36,1.033,0.07
12972.54,1.0082,0.07
12972.72,1.0094,0.07
12972.91,0.936,0.07
12973.09,0.8815,0.07
12973.28,0.9686,0.07
12973.46,0.8665,0.07
12973.65,0.719,0.07
12973.83,0.8856,0.07
12974.02,1.0073,0.07
12974.2,1.1441,0.07
12974.39,0.8944,0.07
12974.57,0.956,0.07
12974.76,0.8376,0.07
12974.94,0.9514,0.07
12975.12,0.9766,0.07
12975.31,0.9809,0.07
12975.49,1.0174,0.07
12975.68,1.0229,0.07
12975.86,1.0874,0.07
12976.05,1.0538,0.07
12976.23,1.1591,0.07
12976.42,1.2041,0.07
12976.6,1.0978,0.07
12976.79,1.0523,0.07
12976.97,1.127,0.07
12977.16,1.0261,0.07
12977.34,1.0634,0.07
12977.52,1.073,0.07
12977.71,1.0415,0.07
12977.89,0.8295,0.07
12978.08,0.9096,0.07
12978.26,0.9384,0.07
12978.45,0.9748,0.07
12978.63,0.9296,0.07
12978.82,1.0351,0.07
12979.0,1.0221,0.07
12979.19,1.1306,0.07
12979.37,1.0337,0.07
12979.56,0.9833,0.07
12979.74,1.0648,0.07
12979.92,1.0634,0.07
12980.11,0.9124,0.07
12980.29,1.201,0.07
12980.48,1.1765,0.07
12980.66,1.0415,0.07
12980.85,1.2221,0.07
12981.03,1.1899,0.07
12981.22,0.9447,0.07
12981.4,1.0597,0.07
12981.59,1.0955,0.07
12981.77,1.0322,0.07
12981.96,1.1072,0.07
12982.14,1.2309,0.07
12982.33,1.2141,0.07
12982.51,1.0244,0.07
12982.69,1.0119,0.07
12982.88,0.9276,0.07
12983.06,0.9869,0.07
12983.25,0.7615,0.07
12983.43,1.0788,0.07
12983.62,1.0368,0.07
12983.8,0.9874,0.07
12983.99,1.0978,0.07
12984.17,1.0106,0.07
12984.36,1.1614,0.07
12984.54,1.0789,0.07
12984.73,0.8662,0.07
12984.91,0.9063,0.07
12985.09,0.771,0.07
12985.28,0.9046,0.07
12985.46,0.7985,0.07
12985.65,1.0303,0.07
12985.83,0.9068,0.07
12986.02,0.972,0.07
12986.2,1.1311,0.07
12986.39,1.2998,0.07
12986.57,1.1508,0.07
12986.76,1.1632,0.07
12986.94,1.13,0.07
12987.12,0.9661,0.07
12987.31,1.0463,0.07
12987.49,1.0118,0.07
12987.68,1.0854,0.07
12987.86,1.1099,0.07
12988.05,0.9943,0.07
12988.23,1.1267,0.07
12988.42,1.1582,0.07
12988.6,1.0059,0.07
12988.79,1.0433,0.07
12988.97,1.1237,0.07
12989.16,1.0386,0.07
12989.34,1.0796,0.07
12989.53,1.0923,0.07
12989.71,0.9856,0.07
12989.9,1.0239,0.07
12990.08,1.0933,0.07
12990.26,1.1312,0.07
12990.45,0.9219,0.07
12990.63,0.803,0.07
12990.82,0.8434,0.07
12991.0,0.8174,0.07
12991.19,0.8767,0.07
12991.37,0.7314,0.07
12991.56,0.6376,0.07
12991.74,0.7125,0.07
12991.93,0.7331,0.07
12992.11,0.6201,0.07
12992.29,0.7279,0.07
12992.48,0.7432,0.07
12992.66,0.8302,0.07
12992.85,0.9371,0.07
12993.03,1.0397,0.07
12993.22,0.9689,0.07
12993.4,1.1055,0.07
12993.59,1.1362,0.07
12993.77,0.9941,0.07
12993.96,0.9366,0.07
12994.14,1.0467,0.07
12994.32,0.986,0.07
12994.51,1.0194,0.07
12994.69,0.9811,0.07
12994.88,0.8255,0.07
12995.06,0.8263,0.07
12995.25,0.8018,0.07
12995.43,0.9071,0.07
12995.62,0.9996,0.07
12995.8,0.9573,0.07
12995.99,1.0895,0.07
12996.17,1.0272,0.07
12996.36,1.2478,0.07
12996.54,1.2399,0.07
12996.72,1.2282,0.07
12996.91,1.1441,0.07
12997.09,0.9816,0.07
12997.28,0.9356,0.07
12997.46,0.7627,0.07
12997.65,0.7628,0.07
12997.83,0.7083,0.07
12998.02,0.7298,0.07
12998.2,0.7843,0.07
12998.39,0.8722,0.07
12998.57,0.8365,0.07
12998.76,1.0099,0.07
12998.94,0.9888,0.07
12999.12,0.9393,0.07
12999.31,1.0717,0.07
12999.49,1.1098,0.07
12999.68,0.9175,0.07
12999.86,1.1498,0.07
13000.05,1.0978,0.07
13000.23,1.2092,0.07
13000.42,1.0232,0.07
13000.6,1.0874,0.07
13000.79,1.0075,0.07
13000.97,0.9818,0.07
13001.16,0.9985,0.07
13001.34,0.7839,0.07
13001.52,0.7146,0.07
13001.71,0.7881,0.07
13001.89,0.7957,0.07
13002.08,0.7347,0.07
13002.26,0.7518,0.07
13002.45,0.8395,0.07
13002.63,0.7119,0.07
13002.82,0.8534,0.07
13003.0,0.8574,0.07
13003.19,1.0375,0.07
13003.37,1.0141,0.07
13003.56,1.134,0.07
13003.74,1.1252,0.07
13003.92,1.0566,0.07
13004.11,1.0403,0.07
13004.29,0.9173,0.07
13004.48,1.0637,0.07
13004.66,1.0574,0.07
13004.85,1.0761,0.07
13005.03,1.2694,0.07
13005.22,1.099,0.07
13005.4,1.3121,0.07
13005.59,1.2116,0.07
13005.77,1.3026,0.07
13005.96,1.0112,0.07
13006.14,1.2222,0.07
13006.33,1.0679,0.07
13006.51,1.2524,0.07
13006.69,1.1439,0.07
13006.88,1.1735,0.07
13007.06,1.1404,0.07
13007.25,1.1198,0.07
13007.43,1.1513,0.07
13007.62,1.0929,0.07
13007.8,1.1124,0.07
13007.99,1.0477,0.07
13008.17,1.0757,0.07
13008.36,1.1362,0.07
13008.54,1.0544,0.07
13008.73,1.0015,0.07
13008.91,1.0065,0.07
13009.09,0.923,0.07
13009.28,0.9063,0.07
13009.46,1.0018,0.07
13009.65,0.9623,0.07
13009.83,0.9417,0.07
13010.02,0.8964,0.07
13010.2,1.0566,0.07
13010.39,1.0125,0.07
13010.57,0.773,0.07
13010.76,0.848,0.07
13010.94,0.8949,0.07
13011.12,0.8856,0.07
13011.31,0.7708,0.07
13011.49,0.7816,0.07
13011.68,0.8481,0.07
13011.86,0.8954,0.07
13012.05,0.855,0.07
13012.23,0.8075,0.07
13012.42,0.8041,0.07
13012.6,0.8558,0.07
13012.79,0.9225,0.07
13012.97,0.8968,0.07
13013.16,0.9372,0.07
13013.34,0.8218,0.07
13013.52,0.9035,0.07
13013.71,0.946,0.07
