wavelength_Angstroms,flux,uncertainty
12877.83,1.226,0.09
12878.02,0.9919,0.09
12878.2,1.0862,0.09
12878.39,0.855,0.09
12878.57,0.9137,0.09
12878.76,0.8335,0.09
12878.94,0.7628,0.09
12879.13,0.6315,0.09
12879.31,0.7879,0.09
12879.5,0.7593,0.09
12879.68,0.7532,0.09
12879.86,0.6953,0.09
12880.05,0.5838,0.09
12880.23,0.5622,0.09
12880.42,0.5316,0.09
12880.6,0.7447,0.09
12880.79,0.7202,0.09
12880.97,0.6345,0.09
12881.16,0.5701,0.09
12881.34,0.7726,0.09
12881.52,0.645,0.09
12881.71,0.6797,0.09
12881.89,0.6224,0.09
12882.08,0.5665,0.09
12882.26,0.6485,0.09
12882.45,0.5377,0.09
12882.63,0.5735,0.09
12882.82,0.6542,0.09
12883.0,0.5271,0.09
12883.19,0.5826,0.09
12883.37,0.6802,0.09
12883.56,0.5568,0.09
12883.74,0.7891,0.09
12883.93,0.7815,0.09
12884.11,0.6569,0.09
12884.3,0.7643,0.09
12884.48,0.9476,0.09
12884.66,0.9312,0.09
12884.85,1.1446,0.09
12885.03,0.954,0.09
12885.22,0.8492,0.09
12885.4,1.0627,0.09
12885.59,1.029,0.09
12885.77,0.9824,0.09
12885.96,0.9565,0.09
12886.14,1.0659,0.09
12886.33,0.9499,0.09
12886.51,0.9279,0.09
12886.69,1.0672,0.09
12886.88,0.9884,0.09
12887.06,0.9368,0.09
12887.25,0.8666,0.09
12887.43,0.8517,0.09
12887.62,0.9713,0.09
12887.8,0.8899,0.09
12887.99,0.7053,0.09
12888.17,0.9116,0.09
12888.36,0.7973,0.09
12888.54,0.7544,0.09
12888.73,0.8297,0.09
12888.91,0.8049,0.09
12889.09,0.7545,0.09
12889.28,0.7993,0.09
12889.46,0.9166,0.09
12889.65,0.7447,0.09
12889.83,0.8043,0.09
12890.02,0.937,0.09
12890.2,0.833,0.09
12890.39,0.9205,0.09
12890.57,0.8219,0.09
12890.76,1.1308,0.09
12890.94,1.0549,0.09
12891.13,0.908,0.09
12891.31,1.1842,0.09
12891.5,1.0275,0.09
12891.68,1.112,0.09
12891.86,1.1979,0.09
12892.05,0.9669,0.09
12892.23,1.0027,0.09
12892.42,0.9738,0.09
12892.6,0.9208,0.09
12892.79,0.9344,0.09
12892.97,1.0191,0.09
12893.16,0.7937,0.09
12893.34,0.8817,0.09
12893.53,0.9375,0.09
12893.71,0.7824,0.09
12893.9,0.8552,0.09
12894.08,0.9784,0.09
12894.26,0.8908,0.09
12894.45,0.8883,0.09
12894.63,0.9222,0.09
12894.82,0.938,0.09
12895.0,1.2462,0.09
12895.19,1.1863,0.09
12895.37,1.1876,0.09
12895.56,1.1889,0.09
12895.74,1.1291,0.09
12895.93,1.34,0.09
12896.11,1.2399,0.09
12896.3,1.2429,0.09
12896.48,1.4842,0.09
12896.66,1.3363,0.09
12896.85,1.303,0.09
12897.03,1.345,0.09
12897.22,1.1993,0.09
12897.4,1.1522,0.09
12897.59,1.0175,0.09
12897.77,1.2416,0.09
12897.96,1.1694,0.09
12898.14,1.1204,0.09
12898.33,1.1567,0.09
12898.51,1.4032,0.09
12898.7,1.2567,0.09
12898.88,1.2181,0.09
12899.06,1.1427,0.09
12899.25,1.1597,0.09
12899.43,1.0852,0.09
12899.62,1.1292,0.09
12899.8,1.2122,0.09
12899.99,0.9947,0.09
12900.17,1.1986,0.09
12900.36,1.2944,0.09
12900.54,0.9756,0.09
12900.73,1.2269,0.09
12900.91,1.1726,0.09
12901.1,1.1493,0.09
12901.28,1.1265,0.09
12901.46,1.0873,0.09
12901.65,1.0639,0.09
12901.83,1.1148,0.09
12902.02,1.1453,0.09
12902.2,1.1539,0.09
12902.39,1.1727,0.09
12902.57,1.245,0.09
12902.76,1.1445,0.09
12902.94,1.0611,0.09
12903.13,1.0431,0.09
12903.31,0.8901,0.09
12903.49,0.972,0.09
12903.68,0.9821,0.09
12903.86,0.8682,0.09
12904.05,0.7967,0.09
12904.23,0.8872,0.09
12904.42,0.772,0.09
12904.6,0.6761,0.09
12904.79,0.7505,0.09
12904.97,0.6651,0.09
12905.16,0.8829,0.09
12905.34,0.6305,0.09
12905.52,0.9086,0.09
12905.71,0.8681,0.09
12905.89,0.9501,0.09
12906.08,1.036,0.09
12906.26,1.0641,0.09
12906.45,0.8932,0.09
12906.63,0.8759,0.09
12906.82,0.857,0.09
12907.0,0.9645,0.09
12907.19,0.8897,0.09
12907.37,0.937,0.09
12907.56,0.9596,0.09
12907.74,1.1503,0.09
12907.93,0.7607,0.09
12908.11,0.9139,0.09
12908.29,1.1474,0.09
12908.48,0.9587,0.09
12908.66,1.0193,0.09
12908.85,1.2678,0.09
12909.03,1.1711,0.09
12909.22,1.3229,0.09
12909.4,1.2835,0.09
12909.59,1.2047,0.09
12909.77,1.3635,0.09
12909.96,1.2614,0.09
12910.14,1.4566,0.09
12910.33,1.3532,0.09
12910.51,1.3797,0.09
12910.69,1.29,0.09
12910.88,1.4159,0.09
12911.06,1.6653,0.09
12911.25,1.3416,0.09
12911.43,1.4137,0.09
12911.62,1.533,0.09
12911.8,1.343,0.09
12911.99,1.2868,0.09
12912.17,1.3187,0.09
12912.36,1.3375,0.09
12912.54,1.3287,0.09
12912.73,1.2149,0.09
12912.91,1.2378,0.09
12913.1,1.2357,0.09
12913.28,1.1798,0.09
12913.46,1.0686,0.09
12913.65,1.0747,0.09
12913.83,0.9731,0.09
12914.02,1.1494,0.09
12914.2,0.8292,0.09
12914.39,1.1753,0.09
12914.57,0.966,0.09
12914.76,0.791,0.09
12914.94,0.4603,0.09
12915.13,0.6837,0.09
12915.31,0.7367,0.09
12915.5,0.6946,0.09
12915.68,0.6545,0.09
12915.86,0.6769,0.09
12916.05,0.6851,0.09
12916.23,0.9143,0.09
12916.42,0.7467,0.09
12916.6,0.6707,0.09
12916.79,0.8071,0.09
12916.97,0.6688,0.09
12917.16,0.5977,0.09
12917.34,0.7056,0.09
12917.53,0.4465,0.09
12917.71,0.4972,0.09
12917.9,0.4537,0.09
12918.08,0.5101,0.09
12918.26,0.5315,0.09
12918.45,0.3777,0.09
12918.63,0.4898,0.09
12918.82,0.3605,0.09
12919.0,0.4819,0.09
12919.19,0.4328,0.09
12919.37,0.3469,0.09
12919.56,0.4236,0.09
12919.74,0.3772,0.09
12919.93,0.4583,0.09
12920.11,0.4307,0.09
12920.29,0.5479,0.09
12920.48,0.536,0.09
12920.66,0.3209,0.09
12920.85,0.4931,0.09
12921.03,0.4035,0.09
12921.22,0.6173,0.09
12921.4,0.5457,0.09
12921.59,0.6321,0.09
12921.77,0.6963,0.09
12921.96,0.6794,0.09
12922.14,0.6012,0.09
12922.32,0.8147,0.09
12922.51,0.7175,0.09
12922.7,0.577,0.09
12922.88,0.6771,0.09
12923.06,0.7396,0.09
12923.25,0.829,0.09
12923.43,0.646,0.09
12923.62,0.7502,0.09
12923.8,0.6799,0.09
12923.99,0.6501,0.09
12924.17,0.6549,0.09
12924.36,0.7204,0.09
12924.54,0.6823,0.09
12924.73,0.7072,0.09
12924.91,0.5293,0.09
12925.1,0.5899,0.09
12925.28,0.6705,0.09
12925.46,0.5948,0.09
12925.65,0.5725,0.09
12925.83,0.6161,0.09
12926.02,0.6406,0.09
12926.2,0.6581,0.09
12926.39,0.8002,0.09
12926.57,0.5856,0.09
12926.76,0.7208,0.09
12926.94,0.6457,0.09
12927.13,0.8679,0.09
12927.31,0.9228,0.09
12927.49,0.712,0.09
12927.68,0.9475,0.09
12927.86,0.8737,0.09
12928.05,0.8869,0.09
12928.23,0.8614,0.09
12928.42,0.7557,0.09
12928.6,0.7458,0.09
12928.79,0.7166,0.09
12928.97,0.989,0.09
12929.16,0.9027,0.09
12929.34,1.0186,0.09
12929.52,1.007,0.09
12929.71,1.0069,0.09
12929.89,0.9753,0.09
12930.08,1.0555,0.09
12930.26,1.1374,0.09
12930.45,1.0395,0.09
12930.63,1.175,0.09
12930.82,1.2069,0.09
12931.0,1.2722,0.09
12931.19,1.2507,0.09
12931.37,1.2839,0.09
12931.56,1.4359,0.09
12931.74,1.4406,0.09
12931.92,1.5245,0.09
12932.11,1.494,0.09
12932.29,1.4966,0.09
12932.48,1.7054,0.09
12932.66,1.5331,0.09
12932.85,1.5052,0.09
12933.03,1.5015,0.09
12933.22,1.5726,0.09
12933.4,1.4795,0.09
12933.59,1.5817,0.09
12933.77,1.5231,0.09
12933.96,1.544,0.09
12934.14,1.4331,0.09
12934.33,1.1652,0.09
12934.51,1.4426,0.09
12934.69,1.3975,0.09
12934.88,1.1837,0.09
12935.06,1.0718,0.09
12935.25,0.9852,0.09
12935.43,0.9767,0.09
12935.62,0.9303,0.09
12935.8,1.0019,0.09
12935.99,1.0467,0.09
12936.17,0.8288,0.09
12936.36,0.7717,0.09
12936.54,0.757,0.09
12936.73,0.5994,0.09
12936.91,0.8509,0.09
12937.09,0.8733,0.09
12937.28,0.9355,0.09
12937.46,0.6238,0.09
12937.65,0.6405,0.09
12937.83,0.7058,0.09
12938.02,0.8098,0.09
12938.2,0.79,0.09
12938.39,0.8114,0.09
12938.57,0.7961,0.09
12938.76,0.9581,0.09
12938.94,0.7365,0.09
12939.13,0.9253,0.09
12939.31,0.9145,0.09
12939.5,1.0775,0.09
12939.68,1.2168,0.09
12939.86,1.0381,0.09
12940.05,1.0566,0.09
12940.23,1.2316,0.09
12940.42,1.1213,0.09
12940.6,1.3687,0.09
12940.79,1.1435,0.09
12940.97,1.3007,0.09
12941.16,1.0961,0.09
12941.34,1.1877,0.09
12941.53,1.2012,0.09
12941.71,1.1749,0.09
12941.9,1.2164,0.09
12942.08,1.1783,0.09
12942.26,1.1768,0.09
12942.45,1.1134,0.09
12942.63,0.9016,0.09
12942.82,1.1142,0.09
12943.0,0.9867,0.09
12943.19,0.9218,0.09
12943.37,0.9272,0.09
12943.56,0.8133,0.09
12943.74,0.7894,0.09
12943.93,0.7599,0.09
12944.11,0.7411,0.09
12944.29,0.6745,0.09
12944.48,0.5763,0.09
12944.66,0.4771,0.09
12944.85,0.5319,0.09
12945.03,0.6732,0.09
12945.22,0.691,0.09
12945.4,0.5873,0.09
12945.59,0.7263,0.09
12945.77,0.6818,0.09
12945.96,0.8017,0.09
12946.14,0.8295,0.09
12946.32,0.8716,0.09
12946.51,0.8455,0.09
12946.69,0.8636,0.09
12946.88,0.953,0.09
12947.06,0.6861,0.09
12947.25,0.9201,0.09
12947.43,1.0658,0.09
12947.62,0.8087,0.09
12947.8,1.012,0.09
12947.99,1.0194,0.09
12948.17,0.9332,0.09
12948.36,0.9029,0.09
12948.54,0.9725,0.09
12948.72,0.9258,0.09
12948.91,1.0442,0.09
12949.1,1.0227,0.09
12949.28,0.8974,0.09
12949.46,0.909,0.09
12949.65,1.0464,0.09
12949.83,1.135,0.09
12950.02,0.9591,0.09
12950.2,1.216,0.09
12950.39,0.888,0.09
12950.57,1.1386,0.09
12950.76,1.1521,0.09
12950.94,1.3476,0.09
12951.13,1.0669,0.09
12951.31,0.9852,0.09
12951.49,1.0954,0.09
12951.68,0.9557,0.09
12951.86,1.0513,0.09
12952.05,0.8639,0.09
12952.23,1.1715,0.09
12952.42,1.0362,0.09
12952.6,0.8197,0.09
12952.79,0.6737,0.09
12952.97,0.6196,0.09
12953.16,0.7773,0.09
12953.34,0.7378,0.09
12953.52,0.6926,0.09
12953.71,0.4828,0.09
12953.89,0.4681,0.09
12954.08,0.4376,0.09
12954.26,0.3336,0.09
12954.45,0.4823,0.09
12954.63,0.5724,0.09
12954.82,0.2236,0.09
12955.0,0.4589,0.09
12955.19,0.485,0.09
12955.37,0.6556,0.09
12955.56,0.5893,0.09
12955.74,0.4646,0.09
12955.92,0.6342,0.09
12956.11,0.7418,0.09
12956.29,0.6434,0.09
12956.48,0.8907,0.09
12956.66,0.7058,0.09
12956.85,0.716,0.09
12957.03,0.7565,0.09
12957.22,0.8404,0.09
12957.4,0.9533,0.09
12957.59,1.0355,0.09
12957.77,1.0512,0.09
12957.96,1.042,0.09
12958.14,0.9292,0.09
12958.33,0.9562,0.09
12958.51,0.8479,0.09
12958.69,0.7233,0.09
12958.88,0.7912,0.09
12959.06,0.8931,0.09
12959.25,0.7307,0.09
12959.43,0.8985,0.09
12959.62,0.8152,0.09
12959.8,0.8206,0.09
12959.99,0.74,0.09
12960.17,0.7659,0.09
12960.36,0.951,0.09
12960.54,0.6814,0.09
12960.73,0.8963,0.09
12960.91,0.8035,0.09
12961.09,0.8577,0.09
12961.28,0.8616,0.09
12961.46,0.9126,0.09
12961.65,0.8153,0.09
12961.83,0.8949,0.09
12962.02,1.017,0.09
12962.2,0.866,0.09
12962.39,1.1087,0.09
12962.57,1.0263,0.09
12962.76,0.8148,0.09
12962.94,0.7695,0.09
12963.13,0.9061,0.09
12963.31,0.9126,0.09
12963.5,0.8679,0.09
12963.68,0.7847,0.09
12963.86,0.7097,0.09
12964.05,0.861,0.09
12964.23,0.842,0.09
12964.42,0.8886,0.09
12964.6,0.6537,0.09
12964.79,0.7518,0.09
12964.97,0.7383,0.09
12965.16,0.7384,0.09
12965.34,0.799,0.09
12965.53,0.7188,0.09
12965.71,0.7567,0.09
12965.9,0.743,0.09
12966.08,0.6071,0.09
12966.26,0.6197,0.09
12966.45,0.4744,0.09
12966.63,0.3608,0.09
12966.82,0.6221,0.09
12967.0,0.4785,0.09
12967.19,0.5766,0.09
12967.37,0.4167,0.09
12967.56,0.4683,0.09
12967.74,0.4337,0.09
12967.93,0.6841,0.09
12968.11,0.8128,0.09
12968.29,0.7937,0.09
12968.48,0.8926,0.09
12968.66,0.9844,0.09
12968.85,0.8297,0.09
12969.03,0.7545,0.09
12969.22,0.7968,0.09
12969.4,0.8629,0.09
12969.59,0.7557,0.09
12969.77,0.8275,0.09
12969.96,0.7823,0.09
12970.14,0.7551,0.09
12970.32,0.7214,0.09
12970.51,0.602,0.09
12970.69,0.5828,0.09
12970.88,0.496,0.09
12971.06,0.4485,0.09
12971.25,0.4787,0.09
12971.43,0.354,0.09
12971.62,0.6191,0.09
12971.8,0.4284,0.09
12971.99,0.3894,0.09
12972.17,0.4185,0.09
12972.36,0.5896,0.09
12972.54,0.6379,0.09
12972.72,0.4764,0.09
12972.91,0.6855,0.09
12973.09,0.7907,0.09
12973.28,0.8225,0.09
12973.46,0.8104,0.09
12973.65,0.715,0.09
12973.83,0.92,0.09
12974.02,0.8917,0.09
12974.2,0.8333,0.09
12974.39,0.9954,0.09
12974.57,0.9871,0.09
12974.76,1.2007,0.09
12974.94,1.1605,0.09
12975.12,1.1453,0.09
12975.31,1.1535,0.09
12975.49,1.3692,0.09
12975.68,1.2024,0.09
12975.86,1.2526,0.09
12976.05,1.2503,0.09
12976.23,1.1234,0.09
12976.42,1.2041,0.09
12976.6,1.228,0.09
12976.79,1.407,0.09
12976.97,1.2937,0.09
12977.16,1.1015,0.09
12977.34,1.4147,0.09
12977.52,1.2431,0.09
12977.71,1.3061,0.09
12977.89,1.315,0.09
12978.08,1.2378,0.09
12978.26,1.1778,0.09
12978.45,1.1869,0.09
12978.63,1.2401,0.09
12978.82,1.117,0.09
12979.0,1.1842,0.09
12979.19,1.1016,0.09
12979.37,1.0989,0.09
12979.56,1.2435,0.09
12979.74,1.2158,0.09
12979.92,1.1363,0.09
12980.11,1.2324,0.09
12980.29,1.2889,0.09
12980.48,1.3811,0.09
12980.66,1.3886,0.09
12980.85,1.2379,0.09
12981.03,1.295,0.09
12981.22,1.297,0.09
12981.4,1.2465,0.09
12981.59,1.3219,0.09
12981.77,1.3091,0.09
12981.96,1.3749,0.09
12982.14,1.3905,0.09
12982.33,1.3563,0.09
12982.51,1.2175,0.09
12982.69,1.3636,0.09
12982.88,1.1617,0.09
12983.06,1.2413,0.09
12983.25,1.3234,0.09
12983.43,1.2209,0.09
12983.62,1.3249,0.09
12983.8,1.3222,0.09
12983.99,1.2927,0.09
12984.17,1.1875,0.09
12984.36,1.2528,0.09
12984.54,1.386,0.09
12984.73,1.2416,0.09
12984.91,1.1329,0.09
12985.09,1.2923,0.09
12985.28,1.2405,0.09
12985.46,1.2553,0.09
12985.65,1.0047,0.09
12985.83,1.0374,0.09
12986.02,1.1698,0.09
12986.2,1.2442,0.09
12986.39,1.1438,0.09
12986.57,1.1996,0.09
12986.76,1.2003,0.09
12986.94,1.0355,0.09
12987.12,0.8971,0.09
12987.31,1.0048,0.09
12987.49,1.1785,0.09
12987.68,1.1457,0.09
12987.86,0.9949,0.09
12988.05,1.1542,0.09
12988.23,0.9875,0.09
12988.42,1.1119,0.09
12988.6,1.1022,0.09
12988.79,1.0665,0.09
12988.97,0.9962,0.09
12989.16,1.1338,0.09
12989.34,0.854,0.09
12989.53,0.8504,0.09
12989.71,0.8431,0.09
12989.9,0.999,0.09
12990.08,0.8027,0.09
12990.26,0.6364,0.09
12990.45,0.8598,0.09
12990.63,0.7597,0.09
12990.82,0.5865,0.09
12991.0,0.67,0.09
12991.19,0.7244,0.09
12991.37,0.5388,0.09
12991.56,0.6391,0.09
12991.74,0.608,0.09
12991.93,0.5686,0.09
12992.11,0.5632,0.09
12992.29,0.548,0.09
12992.48,0.4762,0.09
12992.66,0.4692,0.09
12992.85,0.3862,0.09
12993.03,0.3915,0.09
12993.22,0.5132,0.09
12993.4,0.4874,0.09
12993.59,0.4091,0.09
12993.77,0.5603,0.09
12993.96,0.472,0.09
12994.14,0.5022,0.09
12994.32,0.5129,0.09
12994.51,0.6501,0.09
12994.69,0.5514,0.09
12994.88,0.596,0.09
12995.06,0.4872,0.09
12995.25,0.4699,0.09
12995.43,0.6248,0.09
12995.62,0.6644,0.09
12995.8,0.6878,0.09
12995.99,0.6985,0.09
12996.17,0.8694,0.09
12996.36,0.6823,0.09
12996.54,0.8335,0.09
12996.72,0.5776,0.09
12996.91,0.8082,0.09
12997.09,0.9303,0.09
12997.28,0.8426,0.09
12997.46,1.15,0.09
12997.65,1.0156,0.09
12997.83,1.037,0.09
12998.02,1.281,0.09
12998.2,1.3543,0.09
12998.39,1.2739,0.09
12998.57,1.0573,0.09
12998.76,1.011,0.09
12998.94,1.1896,0.09
12999.12,1.2355,0.09
12999.31,1.1786,0.09
12999.49,1.2325,0.09
12999.68,1.0322,0.09
12999.86,0.9813,0.09
13000.05,0.9475,0.09
13000.23,0.8721,0.09
13000.42,0.641,0.09
13000.6,0.8791,0.09
13000.79,0.6924,0.09
13000.97,0.7315,0.09
13001.16,0.6785,0.09
13001.34,0.7039,0.09
13001.52,0.6413,0.09
13001.71,0.5382,0.09
13001.89,0.5172,0.09
13002.08,0.6742,0.09
13002.26,0.4668,0.09
13002.45,0.2668,0.09
13002.63,0.4296,0.09
13002.82,0.4317,0.09
13003.0,0.4177,0.09
13003.19,0.3173,0.09
13003.37,0.5666,0.09
13003.56,0.4014,0.09
13003.74,0.5262,0.09
13003.92,0.4081,0.09
13004.11,0.5486,0.09
13004.29,0.6631,0.09
13004.48,0.6314,0.09
13004.66,0.6611,0.09
13004.85,0.7164,0.09
13005.03,0.7022,0.09
13005.22,0.702,0.09
13005.4,0.8286,0.09
13005.59,0.8396,0.09
13005.77,0.8478,0.09
13005.96,0.883,0.09
13006.14,0.8103,0.09
13006.33,1.0312,0.09
13006.51,0.914,0.09
13006.69,0.7722,0.09
13006.88,1.0098,0.09
13007.06,1.1364,0.09
13007.25,0.759,0.09
13007.43,0.8182,0.09
13007.62,0.6925,0.09
13007.8,0.6189,0.09
13007.99,0.5903,0.09
13008.17,0.6657,0.09
13008.36,0.5876,0.09
13008.54,0.4649,0.09
13008.73,0.4822,0.09
13008.91,0.3754,0.09
13009.09,0.5584,0.09
13009.28,0.4412,0.09
13009.46,0.3942,0.09
13009.65,0.5784,0.09
13009.83,0.2927,0.09
13010.02,0.3919,0.09
13010.2,0.265,0.09
13010.39,0.3156,0.09
13010.57,0.3839,0.09
13010.76,0.2159,0.09
13010.94,0.5542,0.09
13011.12,0.4973,0.09
13011.31,0.4568,0.09
13011.49,0.4111,0.09
13011.68,0.618,0.09
13011.86,0.5282,0.09
13012.05,0.4382,0.09
13012.23,0.642,0.09
13012.42,0.6596,0.09
13012.6,0.4921,0.09
13012.79,0.7605,0.09
13012.97,0.5836,0.09
13013.16,0.7757,0.09
13013.34,0.5799,0.09
13013.52,0.8797,0.09
13013.71,0.7669,0.09
13013.89,0.9043,0.09
